clip_id	reference	hypothesis
1038171316850556262.wav	బుధవారం జరిగిన ఈవెంట్కు ముందు carpanedo ఛాంపియన్షిప్లో రెండు వ్యక్తిగత రేసులలో పాల్గొన్నారు	బుధవారం జరిగిన ఈవెంట్ కు ముందు కార్పనీడో ఛాంపియన్షిప్లో రెండు వ్యక్తిగత రేసులలో పాల్గొన్నారు
10421077295670162774.wav	పట్టాలను నిలబెట్టడానికి క్రాస్ టీలు చాలా ముందుగానే ప్రవేశపెట్టబడ్డాయి అయితే పైభాగంలో ఇనుప ఖనిజం ఉంటే ట్రాక్ లు మరింత సమర్థవంతంగా ఉంటాయని క్రమంగా గ్రహించారు	పట్టాలను నిలబెట్టడానికి క్రాస్ టీలు చాలా ముందుగానే ప్రవేశపెట్టబడాయి అయితే పై భాగంలో ఇనుప ఖనిజం ఉంటే ట్రాకులు మరింత సమర్థవంతంగా ఉంటాయని క్రమంగా గ్రహించారు
10495283664299809767.wav	ఇది బేస్ స్టేషన్ లో డ్యూయల్ రేడియోలు ఉంటే 802.11a 802.11b మరియు 802.11gతో అనుకూలంగా వెనుకకు అనుమతిస్తుంది	ఇది బే స్టేషన్లో డ్యూయల్ రేడియోలు ఉంటే ఎనిమిది వందల రెండు పాయిట్ పదకొండు ఎ ఎనిమిది వందల రెండు పాయిట్ పదకొండు బి మరియు ఎనిమిది వందల రెండు పాయింట్ పదకొండు జి తో అనుకూలంగా వెనుకకు అనుమతిస్తుంది
10529075416468337996.wav	గ్రీన్ ల్యాండ్ తక్కువ జనాభాతో ఉండేది నోర్స్ సగాస్ లో రిక్ ది రెడ్ హత్య చేసిననందు వల్ల ఐస్లాండ్ నుండి బహిష్కరించబడినట్లు చెబుతారు ఇంక తరువాత పశ్చిమంగా ప్రయాణిస్తున్నప్పుడు గ్రీన్ లాండ్ ను కనుగొని దానికి గ్రీన్ ల్యాండ్ అని పేరు పెట్టాడు	గ్రీన్ల్యాండ్ తక్కువ జనాభాతో ఉండేది నోర్స్ సగాస్లో రిక్ ది రెడ్ హత్య చేసినందువల్ల ఐస్లా్యాండ్ నుండి బహిష్కరించబడినట్లు చెబుతారు ఇంకా తరువాత పశ్చిమంగా ప్రయాణిస్తున్నప్పుడు గ్రీన్ల్యాండ్ ను కనుగొని దాన్ని గ్రీన్ల్యాండ్ అని పేరు పెట్టాడు
10571599409452355137.wav	ఆదివారం అర్ధరాత్రి అమెరికా అధ్యక్షుడు డొనాల్డ్ ట్రంప్ పత్రికా కార్యదర్శి ద్వారా విడుదల చేసిన ఒక ప్రకటనలో అమెరికా దళాలు సిరియా నుంచి వైదొలుగుతున్నట్లు ప్రకటించారు	ఆదివారం అర్ధరాత్రి అమెరికా అధ్యక్షుడు డొనాల్డ్ ట్రంప్ పత్రికా కార్యదర్శి ద్వారా విడుదల చేసిన ఒక ప్రకటనలో అమెరికా దళాలు సిరియా నుంచి వైదొలగుతున్నట్లు ప్రకటించారు
10646866174304187145.wav	బాగా గుండ్రంగా ఉండే అథ్లెట్ పులి ఎక్కగలదు బాగా లేకపోయినా ఈదడం ఎక్కువ దూరం దూకడం మరియు బలమైన మనిషి యొక్క శక్తితో ఐదు రెట్లు లాగడం	బాగా గుండ్రంగా ఉండే అథలెట్ పులి ఎక్కగలదు బాగలేకపోయినా ఈదడం ఎక్కువ దూరం దూకడం మరియు బలమైన మనిషి యొక్క శక్తితో ఐదు రెట్లు రాగడం
10647602998943232854.wav	ప్రధాన విషయానికి అత్యంత ప్రభావవంతమైన ప్రదేశం రేఖల ఖండన వద్ద చిత్రాన్ని నిలువుగా మరియు అడ్డంగా మూడవ వంతుగా విభజిస్తుంది ఉదాహరణ చూడండి	ప్రధాన విషయానికి అత్యంత ప్రభావవంతమైన ప్రదేశం రేఖల ఖండన వద్ద చిత్రాన్ని నిలువుగా మరియు అడ్డంగా మూడవవంతుగా విభజిస్తుంది ఉదాహరణ చూడండి
10654337921395647790.wav	అతన్ని తర్వాత కేంబ్రిడ్జిలోని అడెన్ బ్రూక్స్ హాస్పిటల్ కు తరలించారు	అతన్ని తరువాత కేంబ్రిడ్జిలోని అడెన్ బ్రూక్స్ హాస్పిటల్ కు తరలించారు
10678516065550448203.wav	మా సంస్థ యొక్క ధృవీకరణను ఉపసంహరించుకోడం కంటే మా క్రీడాకారులు మరియు క్లబ్ల ఆసక్తులు మరియు వారి క్రీడ ముందుకు సాగే విధంగా మా సంస్థలో అర్థవంతమైన మార్పులు చేయడం మంచిదని usoc వారు ఇచ్చిన ప్రకటనతో మేము అంగీకరిస్తున్నాము	మా సంస్థ యొక్క ధ్రృవీకరణను ఉపసంహరించుకోవడం కంటే మా క్రీడాకారులు మరియు క్లబ్ల ఆసక్తులు మరియు వారి క్రీడ ముందుకు సాగే విధంగా మా సంస్థలో అర్థవంతమైన మార్పులు చేయడం మంచిదని యుఎస్ఓసి వారు ఇచ్చిన ప్రకటనతో మేము అంగీకరిస్తున్నాము
10695835431845558330.wav	ఈ ప్రమాదం ఎత్తుగా ఉన్న పర్వత భూభాగంలో జరిగిందని ఇంకా శత్రువులు రాజేసిన అగ్ని ఫలితంగా జరిగిందని నమ్ముతారు	ఈ ప్రమాదం ఎత్తుగా ఉన్న పర్వత భూభాగంలో జరిగిందని ఇంకా శత్రులు రాజేసిన అగ్ని ఫలితంగా జరిగిందనీ నమ్ముతారు
10725877689074209222.wav	కొంతమంది అతను చెప్పేది సరైనదని అనుకున్నారు కాని చాలా మంది ప్రజలు దీనికి విరుద్ధంగా సౌర వ్యవస్థ సూర్యుడితో సహా భూమి చుట్టూ తిరుగుతాయి మరియు ఇతర నక్షత్రాలు కూడా అని విశ్వసించారు	కొంతమంది అతను చెప్పేది సరైనదని అనుకున్నారు కానీ చాలామంది ప్రజలు దీనికి విరుద్ధంగా సౌర వ్యవస్థ సూర్యుడితో సహా భూమి చుట్టూ తిరుగుతాయి మరియు ఇతర నక్షత్రాలు కూడా అని విశ్వసించారు
10732354101888311918.wav	వివాహమై ఇద్దరు పెద్ద పిల్లలున్న దువల్ ఈ కథకు సంబంధించిన మిల్లర్పై పెద్ద ముద్ర వేయలేదు	వివాహమై ఇద్దరు పెద్ద పిల్లలున్న డివాల్ ఈ కథకు సంబంధించిన మిల్లర్ పై పెద్ద ముద్ర వేయలేదు
10742717828213690189.wav	ఇరాక్ పట్ల కార్యనిర్వాహక వర్గం యొక్క ప్రస్తుత విధానం యొక్క దాదాపు ప్రతి అంశాన్ని ఈ నివేదిక తీవ్రంగా విమర్శిస్తుంది మరియు ఇది తక్షణం దిశను మార్చాలని కోరుకుంది	ఇరాక్ పట్ల కార్యనిర్వాహక వర్గం యొక్క ప్రస్తుత విధానం యొక్క దాదాపు ప్రతి అంశాన్ని ఈ నివేదిక తీవ్రంగా విమర్శిస్తుంది మరియు ఇది తక్షణం దిశను మార్చాలని కోరుకుంది
10801958075443782386.wav	మధ్యప్రాచ్యం యొక్క వెచ్చని వాతావరణంలో ఇల్లు అంత ముఖ్యమైనది కాదు	మధ్య ప్రాచ్యం యొక్క వెచ్చన్ వాతావరణంలో ఇల్లు అంత ముఖ్యమైనది కాదు
10803837844244681170.wav	ఇది తెలివైనదిగా అనిపిస్తుంది ఎందుకంటే భూమి కదులుతున్నట్లుగా అనిపించదు కదా	తెలివైనదిగా అనిపిస్తుంది ఎందుకంటే భూమి కదులుతున్నట్లుగా అనిపించదు కదా
10900306686093962519.wav	ప్రాంతీయ మరియు కాలానుగుణ తీవ్రమైన వాతావరణ దృగ్విషయాలలో మంచు తుఫానులు మరియు దుమ్ము తుఫానులు ఉన్నాయి	ప్రాంతీయ మరియు కాలానుగుణ తీవ్రమైన వాతావరణ దృగ్విషయాలలో మంచు తుఫానులు మరియు దుమ్ము తుఫానులు ఉన్నాయి
10929767086764622169.wav	పరారుణ స్పెక్ట్రోస్కోపీ ftir తో సరిపోల్చినప్పుడు ప్రభావిత పెంపుడు జంతువుల మూత్రంలో కనిపించే ఈ స్ఫటికాల మిశ్రమాలు సరిపోలాయి	పరారుణ స్పెక్ట్రోస్కోపీ ఎఫ్ టిఐఆర్తో సరిపోల్చినప్పుడు ప్రభావిత పెంపుడు జంతువుల మూత్రంలో కనిపించే ఈ స్ఫటికాలు మిశ్రమాలు సరిపోలేాయి
10937130790312519888.wav	చుట్టుపక్కల ద్వీపాలలో క్రెడిట్ కార్డులను అంగీకరించరు అయినప్పటికీ బ్రిటిష్ మరియు యునైటెడ్ స్టేట్స్ కరెన్సీని వారు స్వీకరించే అవకాశం ఉంది అక్కడి యజమానులను ఎటువంటి చెల్లింపు పద్ధతి ఉపయోగిస్తున్నారో అడిగి ముందుగానే తెలుసుకోండి	చుట్టుపక్కల ద్వీపాలలో క్రెడిట్ కార్డులను అంగీకరించరు అయినప్పటికీ బ్రిటిష్ మరియు యునైటెడ్ స్టేట్స్ కరెన్సీని వారు స్వీకరించే అవకాశం ఉంది అక్కడ యజమానులను ఎటువంటి చెల్లింపు పద్ధతి ఉపయోగిస్తున్నారో అడిగి ముందుగానే తెలుసుకోండి
11109327045538113410.wav	కేవలం 2 వారాలలో అమెరికన్లు మరియు ఫ్రీ ఫ్రెంచ్ ఫోర్సెస్ దక్షిణ ఫ్రాన్స్కు విముక్తి కల్పించి జర్మనీ వైపు తిరుగు ప్రయాణమయ్యారు	కేవలం రెండు వారాలలో అమెరికన్లు మరియు ఫ్రీ ఫ్రెంచ్ ఫోర్సెస్ దక్షిణ ఫ్రాన్స్కు విముక్తి కల్పించే జర్మనీ వైపు తిరిగి ప్రయాణమయ్యారు
11159315830289882640.wav	అగ్నిమాపక సిబ్బంది చివరికి రాత్రి 11:35 గంటల సమయంలో మంటలను అదుపు చేశారు	క సిబ్బంది చివరికి రాత్రి పదకొండు గంటల ముప్పై అయిదు గంటల సమయంలో మంటలను అదుపు చేసారు
11183151184555863988.wav	రెండు సమ్మేళనాలు ఒకదానితో ఒకటి చర్య జరిపి మూత్రపిండాల పనితీరును అడ్డగించే స్ఫటికాలను ఏర్పరుస్తాయని విశ్వవిద్యాలయ పరిశోధకులు తెలిపారు	రెండు సమ్మేళనాలు ఒకదానితోకటి చర్య జరిపి మూత్ర పిండాల పనితీరును అడ్డగించే పటికాలను ఏర్పరుస్తాయని విశ్వవిద్యాలయ పరిశోధకులు తెలిపారు
11199556481223489621.wav	జనాల గుంపు చుట్టూ చేరి అరుస్తూ మరియు రాజు మరియు రాణిని బెదిరిస్తుండగా వాళ్ళు ఒక గుర్రపు బండిలో పారిస్కు తిరిగి ప్రయాణమయ్యారు	జనాల గుంపు చుట్టూ చేరి అరుస్తూ మరియు రాజు మరియు రాణిని బెదిరిస్తుండగా వాళ్లుు ఒక గుర్రపు బండిలో పారిస్కు తిరిగి ప్రయాణమయ్యారు
11230545327404776983.wav	క్రిముల-రేఖకణాలలో ఉత్పరివర్తనాలు మాత్రమే పిల్లలకు చేరగలవు ఇతర చోట్ల ఉత్పరివర్తనాలు కణ-మరణం లేదా క్యాన్సర్ కు కారణం కావచ్చు	క్రిములు రేఖ కణాలలో ఉత్పరివర్తనాలు మాత్రమే పిల్లలకు చేరగలవు ఇతర చోట్ల ఉత్పరివర్తనాలు కణమరణం లేదా క్యాన్సర్ కు కారణం కావచ్చు
11343877899980638969.wav	"గత వారం అదనంగా 34 వేడెక్కిన సంఘటనల గురించి apple తమకు తెలియజేసినట్లు meti ప్రకటించింది దీనిని కంపెనీ "నాన్-సీరియస్" గా చెప్తున్నారు.	గత వారం అదనంగా ముప్పై నాలుగు వేడెక్కిన సంఘటనల గురించి యాపుల్ తమకు తెలియజేసినట్లు ఎంఈటిఐ ప్రకటించింది దీనిని కంపెనీ నాన్ సిీరీస్గా చెప్తున్నారు
11357068267453344044.wav	మనుషులు పీల్చే ఆక్సిజన్ను మొక్కలు తయారు చేస్తాయి మరియు మనషులు వదిలే కార్బన్-డయాక్సైడ్ను మొక్కలు తీసుకుంటాయి అంటే ఊపిరి బయటికి వదలడం	మనుషులు పీల్చే ఆక్సిజన్ను మొక్కలు తయారు చేస్తాయి మరియు మనుషులు వదిలే కార్బన్ డయాక్సైడ్ ను మొక్కలు తీసుకుంటాయి అంటే ఊపిరి బయటికి వదలడం
11420958400387010893.wav	ఫలితంగా 2 చేప జాతులు అంతరించిపోయాయి మరో 2 చేప జాతులు హంప్బ్యాక్ చబ్తో సహా అంతరించిపోతున్నాయి	ఫలితంగా రెండు చేప జాతులు అంతరించిపోయాయి మరో రెండు చేప జాతులు హంప్ బ్యాక్ చప్ తో సహా అంతరించిపోతున్నాయి
1152675118770462164.wav	ఇటాలియన్ భాష కూడా రాష్ట్రంలో పనిచేసే వారిలో ఎక్కువ మంది ఉపయోగించే రోజువారీ భాష అయితే లాటిన్ ను తరచుగా మతపరమైన సంబరాల్లో ఉపయోగిస్తారు	ఇటాలియన్ భాష కూడా రాష్ట్రంలో పనిచేసే వారిలో ఎక్కువ మంది ఉపయోగించే రోజువారీ భాష అయితే లాటిన్ ను తరచుగా మతపరమైన సంబరాల్లో ఉపయోగిస్తారు
11530728089455611800.wav	ఆకులు మరియు గింజలలో లభించే ప్రోటీన్లు మనకు అత్యంత సులభంగా లభించే మొక్కల వనరులు కానీ ఇవి మనవంటి వారికి వండనిదే జీర్ణించుకోవడం కష్టం	ఆకులు మరియు గింజలలో లభించే ప్రోటీన్లు మనకు అత్యంత సులభంగా లభించే మొక్కలు వనరులు కానీ ఇవి మన వంటి వారికి వండనిదే జీర్ణించుకోవడం కష్టం
1155737170846284065.wav	ఏది ఏమయినప్పటికీ రాత్రికి రాత్రే పథకాన్ని అమలు చేసి సోవియట్ యూనియన్ రెడ్ ఆర్మీకి చెందిన 800,000 మంది సైనికులు రిగా శాంతి ఒప్పందం సోవియట్-పోలిష్ నాన్-అగ్రెషన్ ఒప్పందం మరియు ఇతర అంతర్జాతీయ ఒప్పందాలు ద్వైపాక్షిక మరియు బహుపాక్షిక ఒప్పందాలను ఉల్లంఘిస్తూ పోలాండ్ యొక్క తూర్పు ప్రాంతాలపై దాడి చేసిన తరువాత బెలరషియన్ మరియు ఉక్రేనియన్ ఫ్రంట్లు సృష్టించారు	ఏది ఏమైనప్పటికీ రాత్రికి రాత్రే పథకాను అమలు చేసి సోవియట్ యూనియన్ రెడ్ ఆర్మీకి చెందిన ఎనిమిది లక్షల మంది సైనికులు రిఘాశాంతి ఒప్పందం సోవియట్ పోలిష్ నాన్ ఎగ్రెషన్ ఒప్పందం మరియు ఇతర అంతర్జాతీయ ఒప్పందాలు ద్వైపాక్షిక మరియు బౌపాక్షిక ఒప్పందాలను ఉల్లంఘిస్తూ పోలాండ్ యొక్క తూర్పు ప్రాంతాలపై దాడి చేసిన తర్వాత బెలరషియన్ మరియు ఉక్రేనియన్ ఫ్రంట్లు సృష్టించారు
11601927595613225994.wav	కాల్షియం పొటాషియం వంటి మూలకాలను లోహాలుగా పరిగణిస్తారు వెండి బంగారం వంటి లోహాలు కూడా ఉన్నాయి	కాల్షియం పొటాషియం వంటి మూలకాలను లోహాలుగా పరిగణిస్తారు వెండి బంగారం వంటి లోహాలు కూడా ఉన్నాయి
11744822484959253541.wav	ప్రజలు ఇప్పుడు కంప్యూటర్ స్క్రీన్లలో మెసేజ్లు రాస్తునారు ఎప్పుడూ కూడా పదునుపెట్టే షార్ప్నర్ దగ్గరికి రాలేదు	ప్రజలు ఇప్పుడు కంప్యూటర్ స్క్రీన్లలో మెసేజ్లు రాస్తున్నారు ఎప్పుడ కూడా పదురు పెట్టే షర్మర్ దగ్గరకి రాలేదు
11785526232364778972.wav	అదే దృక్పథంతో పాటు పురుషులు మోకాళ్ళను కప్పి ఉంచే ప్యాంటును ధరించాలి	అదే దృక్పథంతో పాటు పురుషులు మోకాళ్ళను కప్పి ఉంచే ప్యాంటును ధరించాలి
11800201787645436840.wav	2002లో గోమా పట్టణం యొక్క చాలా వీధులను ముఖ్యంగా పట్టణ కేంద్రం పూడ్చిపెట్టిన నైరాగోంగో అగ్నిపర్వతం నుండి లావా ద్వారా నాశనం చేయబడింది	రెండు వేల రెండులో గోమా పట్టణం యొక్క చాలా విధులు ముఖ్యంగా పట్టణ కేంద్రం పూడ్చిపెట్టిన నైరో గంగగ్ని పర్వతం నుండి లావా ద్వారా నాశనం చేయబడింది
11805494484399312802.wav	మహిళల సిట్టింగ్ గ్రూపులోని నలుగురు స్కీయర్స్ వారి పరుగులు పూర్తి చేయడంలో విఫలమయ్యారు మరియు జెయింట్ స్లాలోమ్ లోని మొత్తం 117 స్కీయర్స్ లో 45 మంది రేసులో ర్యాంక్ సాధించలేక విఫలమయ్యారు	మహిళల సిట్టింగ్ గ్రూపులోని నలుగురు స్కీయర్స్ వారి పరుగులు పూర్తి చేయడంలో విఫలమయ్యారు మరియు జెయింట్ స్లాలోమ్లోని మొత్తం వన్ సెవంటీన్ స్కీయర్స్ లో నలభై ఐదు మంది రేసులో ర్యాంక్ సాధించలేక విఫలమయ్యారు
11899046494525689376.wav	springboks తమ 5 వరుస ఓటమిల పరంపరకు ఈ విజయంతో ముగింపు పలికింది	స్ప్రింగ్ బాక్స్ తమ ఐదు వరుసవ ఓటమిల పరంపరకు ఈ విజయంతో ముగింపు పలికింది
11991138478326084243.wav	రిప్ ప్రవాహాలు అనేవి బీచ్ నుండి విడిపోయే అలల నుండి వచ్చే ప్రవాహం తరచుగా ఒక రీఫ్ లేదా సారూప్యత కలిగి ఉంటాయి	రీప్ ప్రవాహాలు అనేవి బీచ్ నుండి విడిపోయే అలల నుండి వచ్చే ప్రవాహం తరచుగా ఒక రీఫ్ లేదా సారూప్యత కలిగి ఉంటాయి
11994346634291898641.wav	గోమా కొంచెం సురక్షితమే అయితే ఉత్తర కివు ప్రావిన్స్లో కొనసాగుతున్న గొడవల పరిస్థితిని అర్థం చేసుకోవడానికి గోమా బయట ఎవరైనా వెళ్ళివచ్చిన వారిని అడిగి తెలుసుకోవాలి	గోమా కొంచెం సురక్షితమైతే ఉత్తర క్యవ ప్రావిన్స్ లో కొనసాగుతున్న గొడవల పరిస్థితిని అర్థం చేసుకోవడానికి గోమా బయట ఎవరైనా వెళ్లి వచ్చిన వారన్నిటికిీ తెలుసుకోవాలి
12040205849954416549.wav	నాగరికత' అనే పదం లాటిన్ సివిలీస్ నుండి వచ్చింది ఇది లాటిన్ సివిలకు సంబంధించినది దీనికి అర్థం పౌరుడు మరియు సివిటస్ అంటే నగరం లేదా నగర-రాష్ట్రం మరియు ఇది సమాజం యొక్క సైజును కూడా కొంతవరకు నిర్వచించవచ్చు	నాగరికత అనే పదం లాటిన్ సివిలిస్ లో నుండి వచ్చింది ఇది లాటిన్ సివిల్లకు సంబంధించినది దీనికి అర్థం పౌరుడు మరియు సివిటిస్ అంటే నగరం లేదా నగర రాష్ట్రం మరియు ఇది సమాజం యొక్క సైజును కూడా కొంతవరకు నిర్వచించవచ్చు
120526665116427588.wav	falkland అధికారిక కరెన్సీ falkland pound fkp దీని విలువ ఒక బ్రిటిష్ పౌండ్ gbpకు సమానం	ఫాల్క్లాండ్ అధికారిక కరెన్సీ ఫాల్క్లాండ్ పౌండ్ ఎఫ్కెపీి దీని విలువ ఒక బ్రిటిష్ పౌండ్ జిబిప కు సమానం
12071995649421315271.wav	హాజరైన వారి సంఖ్య ఎంత ఎక్కువంటే st. peter's స్క్వేర్లో జరిగిన అంత్యక్రియలను చూడడానికి అందరికీ సాధ్యపడలేదు	హాజరైన వారి సంఖ్య ఎంత ఎక్కువ అంటే సెయింట్ పీటర్ స్క్వేర్ లో జరిగిన అంత్యక్రియలను చూడడాానికి అందరికీ సాధ్యపడలేదు
12117222453775356498.wav	అలాగే ఉత్తరదిక్కున ప్రప౦చవ్యాప్త౦గా ప్రఖ్యాతిగా౦చబడిన మారియన్ అప్రిసియోన్స్ స్థలమైన అవర్ లేడీ ఆఫ్ ఫాతిమా ప్రార్థనా స్థల౦ ను స౦దర్శి౦చ౦డి	అలాగే ఉత్తర దిక్కున ప్రపంచవ్యాప్తంగా ప్రఖ్యాతిగాంచిబడిన మారియన్ అప్రిసియోన్ స్థలమైన అవర్ లోడ ఆఫ్ ఫ్వాతిమా ప్రార్థనా స్థలంను సందర్శించండి
12125941011208490554.wav	అర్జెంటీనా థియేటర్ లో అధ్యక్ష పదవికి పోటీ చేయాలని శ్రీమతి కిర్చ్నర్ తన ఉద్దేశాన్ని ప్రకటించారు ఆమె 2005లో సెనేట్ కు తన ప్రచార కార్యక్రమాన్ని ప్రారంభించినప్పుడు బ్యూనస్ ఎయిర్స్ ప్రావిన్స్ ప్రతినిధి బృందంలో సభ్యురాలిగా కలదు	అర్జెంటీనా థియేటర్లో అధ్యక్ష పదవికి పోటీ చేయాలని శ్రీమతి కిర్షన్ తన ఉద్దేశాన్ని ప్రకటించారు ఆమె రెండువేల ఐదులో సెనేట్కు తన ప్రచార కార్యక్రమాన్ని ప్రారంభించినప్పుడు బ్యోనస్ ఎయిర్స్ ప్రావిన్స్ ప్రతినిధి బృందంలో సభ్యురాలిగా కలదు
12175817476601380411.wav	సోషలైజేషన్ యొక్క ప్రాముఖ్యతను వివరించడానికి ఉపయోగించే అత్యంత సాధారణ విధానాల్లో ఒకటి పిల్లలు పెద్దవారు పెరుగుతున్నప్పుడు నిర్లక్ష్యం దురదృష్టం లేదా దుర్బలమైన వేధింపుల ద్వారా వారు సామాజికీకరించబడని దురదృష్టకరమైన దురదృష్టకరమైన వేధింపుల ద్వారా వారి యొక్క దురదృష్టకరమైన కేసులను గీయడం	సోషలైజేషన్ యొక్క ప్రాముఖ్యతను వివరించడానికి ఉపయోగించే అత్యంత సాధారణ విధానాల్లో ఒకటి పిల్లలు పెద్దవారు పెరుగుతున్నప్పుడు నిర్లక్ష్యం దురదృష్టం లేదా దుర్బలమైన వేధింపుల ద్వారా వారు సమాజీకరించబడిన దురదృష్టకరమైన దురదృష్టకరమైన వేధింపుల ద్వారా వారి యొక్క దురదృష్టకరమైన కేసులను గీయడం
12185150433001129739.wav	అందువల్ల కేవలం లేబుల్ వలే నోటేషన్ జోడించబడి ఉండవచ్చు	అందువల్ల కేవలం లేబుల్ వలె నొటేషన్ జోడించబడి ఉండవచ్చు
12221186966012528575.wav	మెదడు ప్యాథాలజి మరియు ప్రవర్తన మధ్య పరస్పర సంబంధం శాస్త్రవేత్తల పరిశోధనకు మద్దతు ఇస్తుంది	మెదడు ప్యాథాలజీ మరియు పరావర్తనం మధ్య పరస్పర సంబంధం శాస్త్రవేత్తల పరిశోధనకు మద్దతు ఇస్తుంది
