clip_id	reference	hypothesis
10155593937742743169.wav	ನಮಗೆ ಖಚಿತವಾಗಿ ಗೊತಿಲ್ಲದಿದ್ದರೂ ಅದಕ್ಕೆ ಸೀಳು ನಾಲಿಗೆ ಇದ್ದಿರಬಹುದು. ಅದರ ಆಹಾರ ಆಮೆಗಳು ದೊಡ್ಡ ಮೀನುಗಳು ಇತರೇ ಮೊಸಾಸಾರಸ್‌ಗಳು ಮತ್ತು ಅದು ಸ್ವಜಾತಿ ಭಕ್ಷಕವೂ ಆಗಿದ್ದಿರಬಹುದು	ನಮಗೆ ಖಚಿತವಾಗಿ ಗೊತ್ತಿಲ್ಲದಿದ್ದರೂ ಅದಕ್ಕೆ ಸೀಳು ನಾಲಿಗೆ ಇದ್ದಿರಬಹುದು ಅದರ ಆಹಾರ ಆಮೆಗಳು ದೊಡ್ಡ ಮೀನುಗಳು ಇತರೆ ಮೊಸಾಸರಸ್ ಗಳು ಮತ್ತು ಅದು ಸ್ವಜಾತಿಭಕ್ಷಕವೂ ಆಗಿದ್ದಿರಬಹುದು
10171759063486736869.wav	ಪ್ಯಾರಿಸ್ ಜನರು ಉದ್ರೇಕಕಾರಿ ಅಸಭ್ಯ ಮತ್ತು ಸೊಕ್ಕಿನಿಂದ ಕೂಡಿದವರು ಎಂಬ ಕುಖ್ಯಾತಿಯನ್ನು ಹೊಂದಿದ್ದಾರೆ	ಪ್ಯಾರಿಸ್ ಜನರು ಉದ್ರೇಕಕಾರಿ ಅಸಭ್ಯ ಮತ್ತು ಸೊಕ್ಕಿನಿಂದ ಕೂಡಿದವರು ಎಂಬ ಕುಖ್ಯಾತಿಯನ್ನು ಹೊಂದಿದ್ದಾರೆ
10186176236629357274.wav	ಹೊಸದನ್ನು ಕಾಣಿಸಿಕೊಂಡಾಗ ಕೀಬೋರ್ಡ್ ಹೇಗಿರುತ್ತದೆ ಎಂದು ಜನರು ತಿಳಿದುಕೊಳ್ಳಲು ಬಯಸುತ್ತಾರೆ	ಹೊಸದನ್ನು ಕಾಣಿಸಿಕೊಂಡಾಗ ಕೀಬೋರ್ಡ್ ಹೇಗಿರುತ್ತದೆ ಎಂದು ಜನರು ತಿಳಿದುಕೊಳ್ಳಲು ಬಯಸುತ್ತಾರೆ
10187690326023721892.wav	ಅದರೂ ಪ್ರಾಧಿಕಾರಗಳಿಂದ ಸಲಹೆ ಪಡೆಯಿರಿ ಎಲ್ಲ ಚಿಹ್ನೆಗಳಿಗೆ ಬದ್ಧರಾಗಿ ಮತ್ತು ಸುರಕ್ಷತೆ ಎಚ್ಚರಿಕೆಗಳ ಬಗ್ಗೆ ಹೆಚ್ಚು ಗಮನ ಹರಿಸಿ	ಆದರೂ ಪ್ರಾಧಿಕಾರಗಳಿಂದ ಸಲಹೆ ಪಡೆಯಿರಿ ಎಲ್ಲಾ ಚಿಹ್ನೆಗಳಿಗೆ ಬದ್ಧರಾಗಿ ಮತ್ತು ಸುರಕ್ಷತೆಯ ಎಚ್ಚರಿಕೆಗಳ ಬಗ್ಗೆ ಹೆಚ್ಚು ಗಮನಹರಿಸಿ
10189050335428589568.wav	ಪಿರಮಿಡ್ ಧ್ವನಿ ಮತ್ತು ಬೆಳಕಿನ ಪ್ರದರ್ಶನವು ಈ ಭಾಗದ ಮಕ್ಕಳಿಗೆ ಅತ್ಯಂತ ಆಸಕ್ತಿದಾಯಕ ವಿಷಯವಾಗಿದೆ	ಪಿರಮಿಡ್ ಧ್ವನಿ ಮತ್ತು ಬೆಳಕಿನ ಪ್ರದರ್ಶನವು ಈ ಭಾಗದ ಮಕ್ಕಳಿಗೆ ಅತ್ಯಂತ ಆಸಕ್ತಿದಾಯಕ ವಿಷಯವಾಗಿದೆ
10193060423779665461.wav	ಆ ಬೇರೆ ನಾಮಾಂಕನಗಳಲ್ಲಿ ಕೆಲವು ಅತ್ಯುತ್ತಮ ಸಿನೆಮಾ ನಿರ್ದೇಶಕ ಸಿನೆಮಾಟೋಗ್ರಫಿ ವಸ್ತ್ರ ವಿನ್ಯಾಸ ಸಿನಿಮಾ ಸಂಕಲನ ಮೂಲ ಸಂಗೀತ ಪ್ರೊಡಕ್ಷನ್ ಡಿಸೈನ್ ಧ್ವನಿ ಸಂಕಲನ ಧ್ವನಿ ಮಿಶ್ರಣ ಮತ್ತು ಮೂಲ ಸ್ಕ್ರೀನ್ ಪ್ಲೇ	ಆ ಬೇರೆ ನಾಮಾಂಕನಗಳಲ್ಲಿ ಕೆಲವು ಅತ್ಯುತ್ತಮ ಸಿನಿಮಾ ನಿರ್ದೇಶಕ ಸಿನಿಮಾಟೋಗ್ರಫಿ ವಸ್ತ್ರವಿನ್ಯಾಸ ಸಿನಿಮಾ ಸಂಕಲನ ಮೂಲಸಂಗೀತ ಪ್ರೊಡಕ್ಷನ್ ಡಿಸೈನ್ ಧ್ವನಿ ಸಂಕೇಲನ ಧ್ವನಿ ಮಿಶ್ರಣ ಮತ್ತು ಮೂಲ ಸ್ಕ್ರೀನ್ ಪ್ಲೇ
10248142223167904254.wav	ಎಲ್ಲಾ ವಿಷಯಗಳನ್ನು ಪರಿಗಣಿಸಿದ ನಂತರ ನಮ್ಮ ಪೂರ್ವಜರು ತಮ್ಮ ಪ್ರೋಟೀನ್ ಸಮಸ್ಯೆಯನ್ನು ಸ್ವಲ್ಪಮಟ್ಟಿಗೆ ಸವನ್ನಾದಲ್ಲಿ ಚಿಂಪಾಜಿಗಳು ಮಾಡುವ ರೀತಿಯಲ್ಲಿ ಪರಿಹರಿಸಿದ್ದಲ್ಲಿ ನಾವು ಆಶ್ಚರ್ಯಪಡಬೇಕಾಗಿಲ್ಲ	ಎಲ್ಲ ವಿಷಯಗಳನ್ನು ಪರಿಗಣಿಸಿದ ನಂತರ ನಮ್ಮ ಪೂರ್ವಜರು ತಮ್ಮ ಪ್ರೋಟೀನ್ ಸಮಸ್ಯೆಯನ್ನು ಸ್ವಲ್ಪಮಟ್ಟಿಗೆ ಸವನ್ನಾದಲ್ಲಿ ಚಿಂಪಾಂಜಿಗಳು ಮಾಡುವ ರೀತಿಯಲ್ಲಿ ಪರಿಹರಿಸಿದ್ದಲ್ಲಿ ನಾವು ಆಶ್ಚರ್ಯಪಡಬೇಕಿಲ್ಲ
10263945834429700959.wav	ಕ್ರಸ್ಟ್ ತೆಳ್ಳಗಿರುವುದರಿಂದ ಹತ್ತಿರದಲ್ಲಿ ಹೆಚ್ಚು ಮಾರಿಯಾ ಇರಬಹುದು ಲಾವಾ ರಸವು ಭೂಮಿ ಮೇಲ್ಮೈಗೆ ಏರುವುದು ಸುಲಭವಾಗಿತ್ತು	ಕ್ರಸ್ಟ್ ತೆರಗಿರುವುದರಿಂದ ಹತ್ತಿರದಲ್ಲಿ ಹೆಚ್ಚು ಮಾರಿಯಾಗಿರಬಹುದು ಲಾವಾರಸವು ಭೂಮಿ ಮೇಲ್ಮೈಗೆ ಏರುವುದು ಸುಲಭವಾಗಿತ್ತು
10266962597867123813.wav	ತಾಂತ್ರಿಕ ನಿರ್ಣಾಯಕತೆಯ ಹೆಚ್ಚಿನ ವ್ಯಾಖ್ಯಾನಗಳು ಎರಡು ಸಾಮಾನ್ಯ ವಿಚಾರಗಳನ್ನು ಹಂಚಿಕೊಳ್ಳುತ್ತವೆ ಅವುಗಳೆಂದರೆ ತಂತ್ರಜ್ಞಾನದ ಅಭಿವೃದ್ಧಿಯು ಹೆಚ್ಚಾಗಿ ಸಾಂಸ್ಕೃತಿಕ ಅಥವಾ ರಾಜಕೀಯ ಪ್ರಭಾವವನ್ನು ಮೀರಿದ ಮಾರ್ಗವನ್ನು ಅನುಸರಿಸುತ್ತದೆ ಮತ್ತು ತಂತ್ರಜ್ಞಾನವು ಸಾಮಾಜಿಕವಾಗಿ ನಿಯಮಾಧೀನಕ್ಕಿಂತ ಹೆಚ್ಚಾಗಿ ಅಂತರ್ಗತವಾಗಿರುವ ಸಮಾಜಗಳ ಮೇಲೆ ಪರಿಣಾಮಗಳನ್ನು ಬೀರುತ್ತದೆ	ತಾಂತ್ರಿಕ ನಿರ್ಣಾಯಕತೆಯ ಹೆಚ್ಚಿನ ವ್ಯಾಖ್ಯಾನಗಳು ಎರಡು ಸಾಮಾನ್ಯ ವಿಚಾರಗಳನ್ನು ಹಂಚಿಕೊಳ್ಳುತ್ತವೆ ಅವುಗಳೆಂದರೆ ತಂತ್ರಜ್ಞಾನದ ಅಭಿವೃದ್ಧಿಯು ಹೆಚ್ಚಾಗಿ ಸಾಂಸ್ಕೃತಿಕ ಅಥವಾ ರಾಜಕೀಯ ಪ್ರಭಾವವನ್ನು ಮೀರಿದ ಮಾರ್ಗವನ್ನು ಅನುಸರಿಸುತ್ತದೆ ಮತ್ತು ತಂತ್ರಜ್ಞಾನವು ಸಾಮಾಜಿಕವಾಗಿ ನಿಯಮಾಧೀನಕ್ಕಿಂತ ಹೆಚ್ಚಾಗಿ ಅಂತರ್ಗತವಾಗಿರುವ ಸಮಾಜಗಳ ಮೇಲೆ ಪರಿಣಾಮಗಳನ್ನು ಬೀರುತ್ತದೆ
10332300909659383666.wav	ಸಿಂಗಾಪುರದ ಉಪ ಪ್ರಧಾನಿ ವಾಂಗ್ ಕಾನ್ ಸೆಂಗ್ ಅವರನ್ನು ಬರಮಾಡಿಕೊಂಡರು ಮತ್ತು ವ್ಯಾಪಾರ ಹಾಗೂ ಭಯೋತ್ಪಾದನೆ ವಿಷಯಗಳ ಬಗ್ಗೆ ಸಿಂಗಾಪುರ ಪ್ರಧಾನಿ ಲೀ ಹ್ಸೀನ್ ಲೂಂಗ್ ಜೊತೆಗೆ ಚರ್ಚಿಸಿದರು	ಸಿಂಗಾಪುರದ ಉಪಪ್ರಧಾನಿ ವಾಂಗ್ ಕಾನ್ ಸೆಂಗ್ ಅವರನ್ನು ಬರಮಾಡಿಕೊಂಡರು ಮತ್ತು ವ್ಯಾಪಾರ ಹಾಗೂ ಭಯೋತ್ಪಾದನೆ ವಿಷಯಗಳ ಬಗ್ಗೆ ಸಿಂಗಾಪುರ ಪ್ರಧಾನಿ ಲೀ ಹಿಂಸ್ ಲೂಂಗ್ ಜೊತೆಗೆ ಚರ್ಚಿಸಿದರು
10342535942444179345.wav	ಪ್ರಮುಖ ಮಿಲಿಟರಿ ಮತ್ತು ನಾಗರಿಕ ಸರಬರಾಜುಗಳನ್ನು ಕಡಿತಗೊಳಿಸುವ ಈ ತಂತ್ರವು ಪರಿಣಾಮಕಾರಿಯಾಗಿ ಸಾಬೀತಾಯಿತು ಆದರೆ ಕಳೆದ ಎರಡು ಶತಮಾನಗಳ ಹಲವಾರು ಅಂತರರಾಷ್ಟ್ರೀಯ ಒಪ್ಪಂದಗಳಿಂದ ಒಟ್ಟುಗೂಡಿಸಿರುವ ಎಲ್ಲರೂ ಒಪ್ಪಿಕೊಂಡಿರುವ ಅಂತರರಾಷ್ಟ್ರೀಯ ಕಾನೂನನ್ನು ಈ ದಿಗ್ಬಂಧನ ಉಲ್ಲಂಘಿಸಿದೆ	ಪ್ರಮುಖ ಮಿಲಿಟರಿ ಮತ್ತು ನಾಗರಿಕ ಸರಬರಾಜುಗಳನ್ನು ಕಡಿತಗೊಳಿಸುವ ಈ ತಂತ್ರವು ಪರಿಣಾಮಕಾರಿಯಾಗಿ ಸಾಬೀತಾಯಿತು ಆದರೆ ಕಳೆದ ಎರಡು ಶತಮಾನಗಳ ಹಲವಾರು ಅಂತರರಾಷ್ಟ್ರೀಯ ಒಪ್ಪಂದಗಳಿಂದ ಒಟ್ಟುಗೂಡಿಸಿರುವ ಎಲ್ಲರೂ ಒಪ್ಪಿಕೊಂಡಿರುವ ಅಂತರರಾಷ್ಟ್ರೀಯ ಕಾನೂನನ್ನು ಈ ದಿಬ್ಬಂಧನ ಉಲ್ಲಂಘಿಸಿದೆ
10343701601666397791.wav	ಒಂದು ಪ್ರಾಯೋಗಿಕ ಲಸಿಕೆಯು ಎಬೋಲಾ ಮರಣ ಪ್ರಮಾಣವನ್ನು ಕಡಿಮೆ ಮಾಡಬಲ್ಲದು ಎಂಬಂತೆ ಕಂಡರೂ ಈವರೆಗೂ ಯಾವುದೇ ಔಷಧಗಳೂ ಪ್ರಸ್ತುತ ಸೋಂಕಿಗೆ ಚಿಕಿತ್ಸೆ ನೀಡಲು ಸೂಕ್ತ ಎಂದು ಸ್ಪಷ್ಟವಾಗಿ ಪ್ರದರ್ಶಿಸಿಲ್ಲ	ಒಂದು ಪ್ರಾಯೋಗಿಕ ಲಸಿಕೆಯು ಎಬೋಲಾ ಮರಣ ಪ್ರಮಾಣವನ್ನು ಕಡಿಮೆ ಮಾಡಬಲ್ಲದು ಎಂಬಂತೆ ಕಂಡರೂ ಈವರೆಗೂ ಯಾವುದೇ ಔಷಧಗಳು ಪ್ರಸ್ತುತ ಸೋಂಕಿಗೆ ಚಿಕಿತ್ಸೆ ನೀಡಲು ಸೂಕ್ತ ಎಂದು ಸ್ಪಷ್ಟವಾಗಿ ಪ್ರದರ್ಶಿಸಿಲ್ಲ
10357384335036961037.wav	ಬೆಕ್ಕಿನ ಜಾತಿಯಲ್ಲೇ ಸಿಂಹಗಳು ಸಾಮಾಜಿಕ ಜೀವನ ಇಷ್ಟಪಡುವಂಥವಾಗಿದ್ದು ಪ್ರೈಡ್ ಎಂದು ಕರೆಯುವ ದೊಡ್ಡ ಗುಂಪುಗಳಲ್ಲಿ ವಾಸಿಸುತ್ತವೆ	ಬೆಕ್ಕಿನ ಜಾತಿಯಲ್ಲೇ ಸಿಂಹಗಳು ಸಾಮಾಜಿಕ ಜೀವನ ಇಷ್ಟಪಡುವಂತಾಗಿದ್ದು ಫ್ರೈಡ್ ಎಂದು ಕರೆಯುವ ದೊಡ್ಡ ಗುಂಪುಗಳಲ್ಲಿ ವಾಸಿಸುತ್ತವೆ
10379764461430444838.wav	ಅರೋಪಿಗಳು ತಮ್ಮ ಮುಖ ಮುಚ್ಚಿಕೊಂಡು ನ್ಯಾಯಾಲಯಕ್ಕೆ ಹಾಜರಾಗಿದ್ದರು ಎಂದು ಪೋಲಿಸ್ ಅಧೀಕ್ಷಕರಾದ ಚಂದ್ರ ಶೇಖರ್ ಸೋಲಂಕಿ ತಿಳಿಸಿದರು	ಆರೋಪಿಗಳು ತಮ್ಮ ಮುಖ ಮುಚ್ಚಿಕೊಂಡು ನ್ಯಾಯಾಲಯಕ್ಕೆ ಹಾಜರಾಗಿದ್ದರು ಎಂದು ಪೊಲೀಸ್ ಅಧೀಕ್ಷಕರಾದ ಚಂದ್ರಶೇಖರ್ ಸೋಲಂಕಿ ತಿಳಿಸಿದರು
10392834976048363833.wav	ಗಾಳಿ ಶುರುವಾದ 5 ನಿಮಿಷಗಳಲ್ಲಿ  ಜೋರಾಗಿ ಬೀಸಲು ಶುರುವಾಯಿತು ಸರಿಸುಮಾರು ಒಂದು ನಿಮಿಷದ ಮೇಲೆ ಗಾಳಿಯು 70ಕಿ.ಮಿ/ಗಂ ತಲುಪಿದೆ... ಆಮೇಲೆ ಮಳೆಯು ಬರುತ್ತದೆ ಅದೆಷ್ಟು ಜೋರು ಮತ್ತು ರಭಸವಾಗಿ ಎಂದರೇ ಅದು ನಿಮ್ಮ ಚರ್ಮದ ಮೇಲೆ ಸೂಜಿಯ ಮೊನೆಯಂತೆ ಚುಚ್ಚುತಿತ್ತು ನಂತರ ಆಲಿಕಲ್ಲುಗಳು ಕೆಳಗೆ ಬೀಳತೊಡಗಿದವು  ಜನರು ಆಕಾಶವೇ ಕಳಚಿ ಬಿದ್ದಂತೆ ಅರಚುತ್ತಾ ಚೀರುತ್ತಾ ಭಯಭೀತರಾಗಿ ಓಡಲು ಶುರುಮಾಡಿದರು	ಗಾಳಿ ಶುರುವಾದ ಐದು ನಿಮಿಷಗಳಲ್ಲಿ ಜೋರಾಗಿ ಬೀಸಲು ಶುರುವಾಯಿತು ಸರಿಸುಮಾರು ಒಂದು ನಿಮಿಷದ ಮೇಲೆ ಗಾಳಿಯು ಎಪ್ಪತ್ತು ಕಿಲೋಮೀಟರ್ಗಳಿಗಿಂತ ತಲುಪಿದೆ ಆ ಮೇಲೆ ಮಳೆಯೂ ಬರುತ್ತದೆ ಅದೆಷ್ಟು ಜೋರು ಮತ್ತು ರಭಸವಾಗಿದೆ ಎಂದರೆ ಅದು ನಿಮ್ಮ ಚರ್ಮದ ಮೇಲೆ ಸೂಜಿಯ ಮೊನೆಯಂತೆ ಚುಚ್ಚುತ್ತಿತ್ತು ನಂತರ ಆಲಿ ಕಲ್ಲುಗಳು ಕೆಳಗೆ ಬೀಳತೊಡಗಿದವು ಜನರು ಆಕಾಶವೇ ಕಳಚಿಬಿದ್ದಂತೆ ಅರಚುತ್ತಾ ಚೀರುತ್ತಾ ಭಯಭೀತರಾಗಿ ಓಡಲು ಶುರುಮಾಡಿದರು
10407152084018384103.wav	ಅಕ್ಟೋಬರ್ ನಲ್ಲಿ ಆರಂಭವಾದ ತೀವ್ರವಾದ ಆಡಳಿತ ವಿರೋಧಿ ಪ್ರತಿಭಟನೆಗಳಿಗೆ ಆಯೋಗವೇ ಮಾರ್ಟಿಲಿಯ ಪ್ರತಿಕ್ರಿಯೆಯಾಗಿತ್ತು	ಅಕ್ಟೋಬರ್ ನಲ್ಲಿ ಆರಂಭವಾದ ತೀವ್ರವಾದ ಆಡಳಿತ ವಿರೋಧಿ ಪ್ರತಿಭಟನೆಗಳಿಗೆ ಆಯೋಗವೇ ಮಾರ್ಟಿಲಿಯಾ ಪ್ರತಿಕ್ರಿಯೆಯಾಗಿತ್ತು
