clip_id	reference	hypothesis
10217762256846521858.wav	ମୋରୋକୋ ସୁଲତାନ ଏହି ସହରକୁ ଦାରୁ ଇ-ବାଦ୍ୟା ଭାବରେ ପୁନଃ ନିର୍ମାଣ କରିଥିଲେ ଏବଂ ଜଣେ ସ୍ସେନୀୟ ବଣିକଙ୍କ ଦ୍ୱାରା ଏହାର ନାମ କାସାବ୍ଳାଙ୍କା ଦେଇଥିଲେ ଯିଏ ସେଠାରେ ବାଣିଜ୍ୟ ଭିତ୍ତିଭୂମୀ ସ୍ଥାପନ କରିଥିଲେ	ମୁରୋକୋ ସୁଲତାନ ଏହି ସହରକୁ ଦାରୁଇ ବାଦ୍ୟା ଭାବରେ ପୁନଃନିର୍ମାଣ କରିଥିଲେ ଏବଂ ଜଣେ ସ୍ପେନୀୟ ବଣିକଙ୍କ ଦ୍ୱାର ନାମ କାସାବ୍ଲାଙ୍କା ଦେଇଥିଲେ ଯିଏ ସେଠାରେ ବାଣିଜ୍ୟଭିତ୍ତିଭୂମି ସ୍ଥାପନ କରିଥିଲେ
10227379689134525136.wav	ଯଦି ଆପଣ ଗାଁ ରାସ୍ତାରେ ଗାଡ଼ି ଚଲାଇବାରେ ଅଭ୍ୟସ୍ତ ନୁହଁନ୍ତି ତେବେ ଆପଣଙ୍କ ବିଷୟରେ ନିଜ ବୁଦ୍ଧି ରଖନ୍ତୁ: ସେଠାରେ ପ୍ରବଳ ଖାଲଖମା  ସଂକୀର୍ଣ୍ଣ ଗଳି ଏବଂ ତୀକ୍ଷ୍ଣ ମୋଡ଼ ଥାଏ।	ଯଦି ଆପଣ ଗାଁ ରାସ୍ତାରେ ଗାଡି ଚଳାଇବାରେ ଅଭ୍ୟସ୍ତ ନୁହଁନ୍ତି ତେବେ ଆପଣଙ୍କ ବିଷୟରେ ନିଜ ବୁଦ୍ଧି ରଖନ୍ତୁ ସେଠାରେ ପ୍ରବଳ ଖାଲକମା ସଂକୀର୍ଣ୍ଣ ଗଳି ଏବଂ ତୀକ୍ଷ୍ଣ ମୋଡ଼ ଥାଏ
10235369606942879011.wav	ଯେବେ ବ୍ରାଜିଲର ସୀମାଶୁଳ୍କ ଚେକପଏଣ୍ଟ ସମାପ୍ତ ହେବ ବୋଲି ଆଶା କରାଯାଉଛି 2017 ସେପ୍ଟେମ୍ବର ବେଳକୁ ଏହି ସେତୁଟି ସମ୍ପୂର୍ଣ୍ଣ ଭାବେ କାର୍ଯ୍ୟକ୍ଷମ ହେବ ବୋଲି ନିର୍ଘଣ୍ଟ କରାଯାଇଛି	ଯେବେ ବ୍ରାଜିଲର ସୀମା ଶୁଳ୍କ ଚେକ୍ ପଏଣ୍ଟ ସମାପ୍ତ ହେବ ବୋଲି ଆଶା କରାଯାଉଛି ଦୁଇହଜାର ସତର ସେପ୍ଟେମ୍ବର ବେଳକୁ ଏହି ସେତୁଟି ସମ୍ପୂର୍ଣ୍ଣ ଭାବେ କାର୍ଯ୍ୟକ୍ଷମ ହେବ ବୋଲି ନିର୍ଘଣ୍ଠ କରାଯାଇଛି
10345771847318785412.wav	ପରିଶେଷରେ ଅଗ୍ନିଶମ ଉଦ୍ଧାରକାରୀ ଦଳ ରାତି 11:35ଟା ସୁଦ୍ଧା ନିଆଁ ଲିଭାଇଥିଲେ।	ପରିଶେଷରେ ଅଗ୍ନିଶେମ ଉଦ୍ଧାରକାରୀ ଦଳ ରାତି ସାଢ଼େ ଏଗାରଟା ସୁଦ୍ଧା ନିଆଁ ଲିଭାଇଥିଲେ
10393098025927293635.wav	କୋଚାମୋ ଭ୍ୟାଲୀ ଚିଲିର ପ୍ରଥମ ଚଡ଼ିବାର ଗନ୍ତବ୍ୟସ୍ଥଳ ଦକ୍ଷିଣ ଆମେରିକାର ୟୋସେମିଟ୍ ବିଭିନ୍ନ ଗ୍ରାନାଇଟ୍ ବଡ଼ କାନ୍ଥ ଓ ପଥର ଭାବରେ ଜଣାଶୁଣା	କୋଚାମଭେଲି ଚିଲିର ପ୍ରଥମ ଚଢ଼ିବା ଗନ୍ତବ୍ୟସ୍ଥଳ ଦକ୍ଷିଣ ଆମେରିକା ୟଶମିଟ୍ ବିଭିନ୍ନ ଗ୍ରାନାଇଟ୍ ବଡ଼ କାନ୍ଥ ଓ ପଥର ଭାବରେ ଜଣାଶୁଣା
10394731707808491842.wav	ମହିଳାଙ୍କ ସିଟିଂ ଗୋଷ୍ଠୀର ଚାରିଜଣ ସ୍କି ଖେଳାଳୀ ସେମାନଙ୍କ ରେସ୍ ଶେଷ କରିବାରେ ବିଫଳ ହୋଇଥିଲେ ଓ ଜାଏଣ୍ଟ୍ ସ୍ଲାଲମ୍‌ରେ ସମୁଦାୟ 117 ଜଣ ସ୍କି ଖେଳାଳୀଙ୍କ ମଧ୍ୟରୁ 45 ଜଣ ରେସରେ କୌଣସି ସ୍ଥାନ ଅଧିକାର କରିବାରେ ବିଫଳ ହୋଇଥିଲେ।	ମହିଳାଙ୍କ ସିଟିଂ ଗୋଷ୍ଠୀର ଚାରିଜଣ ସ୍କି ଖେଳାଳି ସେମାନଙ୍କ ରେସ୍ ଶେଷ କରିବାରେ ବିଫଳ ହୋଇଥିଲେ ଓ ଜାଇଣ୍ଟ ସ୍ଲାଇମରେ ସମୁଦାୟ ଶହେ ସତର ଜଣ ସ୍କି ଖେଳାଳିଙ୍କ ମଧ୍ୟରୁ ପଇଁଚାଳିଶ ଜଣ ରେସରେ କୌଣସି ସ୍ଥାନ ଅଧିକାର କରିବାରେ ବିଫଳ ହୋଇଥିଲେ
10413617533225594453.wav	ଯଦିଓ ଏହା ଏକ ମାତ୍ର ପରୀକ୍ଷଣ ନୁହେଁ ଏବଂ ଏକ ପରୀକ୍ଷଣ ହେଉଛି ଏକ ପରୀକ୍ଷା ଯାହା ଏକ କିମ୍ବା ଅଧିକ ସମ୍ଭାବ୍ୟ ଅନୁମାନକୁ ନାକଚ କରିବା ପ୍ରଶ୍ନ ପଚାରିବା ଓ ମନ୍ତବ୍ୟ ଦେବା ତଥା ବୈଜ୍ଞାନିକ ଅନୁସନ୍ଧାନର ମାର୍ଗଦର୍ଶନ କରିବା ପାଇଁ ବ୍ୟବହାର କରାଯାଏ	ଯଦିଓ ଏହା ଏକମାତ୍ର ପରୀକ୍ଷଣ ନୁହେଁ ଏବଂ ଏକ ପରୀକ୍ଷଣ ହେଉଛି ଏକ ପରୀକ୍ଷା ଯାହା ଏକ କିମ୍ବା ଅଧିକ ସମ୍ଭାବ୍ୟ ଅନୁମାନକୁ ନାକଚ କରିବା ପ୍ରଶ୍ନ ପଚାରିବା ଓ ମନ୍ତବ୍ୟ ଦେବା ତଥା ବୈଜ୍ଞାନିକ ଅନୁସନ୍ଧାନ ମାର୍ଗଦର୍ଶନ କରିବା ପାଇଁ ବ୍ୟବହାର କରାଯାଏ
10429783551051694430.wav	କୁଣ୍ଡଳିନୀ ଯୋଗରେ ଯୋଗାସନ ନିଃଶ୍ୱାସ ପ୍ରଶ୍ୱାସର ବ୍ୟାୟାମ ମନ୍ତ୍ର ଏବଂ କଳ୍ପନା ମାଧ୍ୟମରେ କୁଣ୍ଡଳିନୀ ଶକ୍ତି ଆଧ୍ୟାତ୍ମିକ ଶକ୍ତି ଜାଗ୍ରତ କରାଯାଇଥାଏ ।	କୁଣ୍ଡଳିନୀ ଯୋଗରେ ଯୋଗାସନ ନିଃଶ୍ୱାସ ପ୍ରଶ୍ୱାସର ବ୍ୟାୟାମ ମନ୍ଥ୍ର ଏବଂ କଳ୍ପନା ମାଧ୍ୟମରେ କୁଣ୍ଡଳିନୀ ଶକ୍ତି ଆଧ୍ୟାତ୍ମିକ ଶକ୍ତି ଜାଗ୍ରତ କରାଯାଇଥାଏ
10470253273489552703.wav	ରିପ୍ କରେଣ୍ଟଗୁଡ଼ିକ ସମୁଦ୍ର କୂଳରୁ ଭାଙ୍ଗୁଥିବା ତରଙ୍ଗରୁ ଫେରୁଥିବା ପ୍ରବାହ ପ୍ରାୟତଃ ଏକ ରିଫ୍ କିମ୍ବା ସମାନ	ରିଫ୍ କରେଣ୍ଟଗୁଡ଼ିକ ସମୁଦ୍ର କୂଳରୁ ଭାଙ୍ଗୁଥିବା ତରଙ୍ଗରୁ ଫେରୁଥିବା ପ୍ରବାହ ପ୍ରାୟତଃ ଏକ ରିଫ୍ କିମ୍ବା ସମାନ
10472862758363478575.wav	ଆନୁବଂଶିକ ପରିବର୍ତ୍ତନର ଦୁଇଟି ଭଣ୍ଡାର ଅଛି ବୋଲି ବିଂଶ ଶତାବ୍ଦୀର ଗବେଷଣାରୁ ଜଣାପଡିଛି ଲୁକ୍କାୟିତ ଏବଂ ପ୍ରକାଶିତ	ଆନୁବାଂଶିକ ପରିବର୍ତ୍ତନର ଦୁଇଟି ଭଣ୍ଡାର ଅଛି ବୋଲି ବିଂଶ ଶତାବ୍ଦୀର ଗବେଷଣାରୁ ଜଣାପଡ଼ିଛି ଲୁକାୟିତ ଏବଂ ପ୍ରକାଶିତ
10529357955501212201.wav	ବିଶେଷତଃ ଖରାଦିନେ ଏକ ସରଳ ଲୋକପ୍ରିୟ ରାତ୍ରି ଭୋଜନ ହେଉଛି ପା ଆମ୍ ଅଲି ଅଲିଭ ତେଲ ଟମାଟୋ ଏବଂ ଯେକୌଣସି ଉପଲବ୍ଧ ଖାଦ୍ୟ ଯଥା ଛେନା ଟୁନାଫିସ ଇତ୍ୟାଦି ସହିତ ପାଉଁରୁଟି	ବିଶେଷତଃ ଖରାଦିନେ ଏକ ସରଳ ଲୋକପ୍ରିୟ ରାତ୍ରିଭୋଜନ ହେଉଛି ପାଆମ୍ ଅଲି ଅଲିଭ୍ ତେଲ ଟମାଟୋ ଏବଂ ଯେକୌଣସି ଉପଲବ୍ଧ ଖାଦ୍ୟ ଯଥା ଛେନା ଟୁନାଫିସ୍ ଇତ୍ୟାଦି ସହିତ ପାଉଁରୁଟି
10548648318432845262.wav	କିଏ ଏହା ଲେଖିଛନ୍ତି ଯଦିଓ ତାହା କେହି ସଠିକ ଭାବେ ଜାଣନ୍ତି ନାହିଁ ଏହା ଜଣା ଅଛି ଯେ ଏହାର ଜୀବନର ପ୍ରାରମ୍ଭରେ ବଡ଼ ପାର୍ଚମେଣ୍ଟ ଦସ୍ତାବିଜ ଏହାର ମାପ 29¾ ଇଞ୍ଚରେ 24½ ଇଞ୍ଚକୁ ସଂରକ୍ଷଣ ପାଇଁ ଗୁଡ଼େଇ ରଖାଯାଇଥିଲା i	କିଏ ଏହା ଲେଖିଛନ୍ତି ଯଦିଓ ତାହା କେହି ସଠିକ୍ ଭାବେ ଜାଣନ୍ତି ନାହିଁ ଏହା ଜଣାଅଛି ଯେ ଏହାର ଜୀବନର ପ୍ରାରମ୍ଭରେ ବଡ଼ ପାର୍ଚମେଣ୍ଟ ଦସ୍ତାବିଜକୁ ସଂରକ୍ଷଣ ପାଇଁ ଗୁଡ଼େଇ ରଖାଯାଇଥିଲା
10568032495119641424.wav	1920 ମସିହା ସମୟରେ ଅଧିକାଂଶ ରାଷ୍ଟ୍ର ଏବଂ ନାଗରିକଙ୍କର ଆଭିମୁଖ୍ୟ ଥିଲା ଶାନ୍ତିପୂର୍ଣ୍ଣତା ଏବଂ ବିଛିନ୍ନତା	ଉଣେଇଶଶହ କୋଡ଼ିଏ ମସିହା ସମୟରେ ଅଧିକାଂଶ ରାଷ୍ଟ୍ର ଏବଂ ନାଗରିକଙ୍କର ଆଭିମୁଖ୍ୟ ଥିଲା ଶାନ୍ତିପୂର୍ଣ୍ଣତା ଏବଂ ବିଚ୍ଛିନ୍ନତା
1061107068248804333.wav	କହିବା ଆବଶ୍ୟକ ନାହିଁ ଯଦି ଆପଣ ରୋମାନ୍ସ ଭାଷା ଜାଣିଛନ୍ତି ଆପଣଙ୍କୁ ପର୍ତ୍ତୁଗୀଜ ଶିଖିବାକୁ ସହଜ ହେବ	କହିବା ଆବଶ୍ୟକ ନାହିଁ ଯଦି ଆପଣ ରୋମାନ୍ସ ଭାଷା ଜାଣିଛନ୍ତି ଆପଣଙ୍କୁ ପର୍ତ୍ତୁଗୀଜ୍ ଶିଖିବାକୁ ସହଜ ହେବ
10639189570162784133.wav	ମନୋରଞ୍ଜନ ଖବର ୱେବସାଇଟ୍ tmz ଅନୁଯାୟୀ ଫଟୋଗ୍ରାଫର୍ ଜଣକ ସେପୁଲଭେଡା ବୋଲେଭାର୍ଡର ଅନ୍ୟ ପାର୍ଶ୍ୱରେ ତାଙ୍କ ଗାଡ଼ି ଅଟକାଇଥିଲେ ଓ ରାସ୍ତା ଅତିକ୍ରମ କରି ଆଗକୁ ଯିବା ପୂର୍ବରୁ ପୋଲିସ ଷ୍ଟପର ଫଟୋ ଉଠାଇବାକୁ ଚେଷ୍ଟା କରିଥିଲେ ଯାହା ଫଳରେ ଉକ୍ତ ଟ୍ରାଫିକ୍ ଷ୍ଟପ୍‌ର ପରିଚାଳନା କରୁଥିବା କାଲିଫର୍ଣ୍ଣିଆର ହାଇୱେ ପାଟ୍ରୋଲିଂ ପୋଲିସ ଅଧିକାରୀ ତାଙ୍କୁ ପଛକୁ ଫେରିବା ପାଇଁ ଦୁଇ ଥର ନିର୍ଦ୍ଦେଶ ଦେଇଥିଲେ।	ମନୋରଞ୍ଜନ ଖବର ୱେବସାଇଟ୍ ଟିଏମ୍ ଜେଡ୍ ଅନୁଯାୟୀ ଫଟୋଗ୍ରାଫର ଜଣକ ସେକୁଲଭେଟା ବୁଲେଭାର୍ଡର ଅନିପାର୍ଶ୍ୱରେ ତାଙ୍କ ଗାଡ଼ି ଅଟକାଇଥିଲେ ଓ ରାସ୍ତା ଅତିକ୍ରମ କରି ଆଗକୁ ଯିବା ପୂର୍ବରୁ ପୋଲିସ ଷ୍ଟପର ଫଟୋ ଉଠାଇବାକୁ ଚେଷ୍ଟା କରିଥିଲେ ଯାହାଫଳରେ ଉକ୍ତ ଟ୍ରାଫିକ୍ ଷ୍ଟପର ପରିଚାଳନା କରୁଥିବା କାଲିଫର୍ଣ୍ଣିଆର ହାଇୱେ ପେଟ୍ରୋଲିଂ ପୋଲିସ ଅଧିକାରୀ ତାଙ୍କୁ ପଛକୁ ଫେରିବା ପାଇଁ ଦୁଇଥର ନିର୍ଦ୍ଦେଶ ଦେଇଥିଲେ
10639846130507445917.wav	ଭୂତ୍ୱକର ମୋଟେଇ ନିକଟବର୍ତ୍ତୀ ପାର୍ଶ୍ୱରେ ପ୍ରାୟ 70 km ଏବଂ ଦୂରବର୍ତ୍ତୀ ପାର୍ଶ୍ୱରେ ପ୍ରାୟ 100 km ହୋଇଥାଏ	ଭୂତୋକର ମୋଟେଇ ନିକଟବର୍ତ୍ତୀ ପାର୍ଶ୍ୱରେ ପ୍ରାୟ ସତୁରି କିଲୋମିଟର ଏବଂ ଦୂରବର୍ତ୍ତୀ ପାର୍ଶ୍ୱରେ ପ୍ରାୟ ଶହେ କିଲୋମିଟର ହୋଇଥାଏ
10654642205398431739.wav	ଭୂତଳ ଜଳ ଟୋପୋଲୋଜି ହେତୁ ଫେରିଯାଉଥିବା ପ୍ରବାହ କିଛି ଗଭୀର ଅଂଶରେ କେନ୍ଦ୍ରୀଭୂତ ହୋଇଥଏ ଏବଂ ସେଠାରେ ଗଭୀର ଜଳକୁ ଏକ ଦ୍ରୁତ ପ୍ରବାହ ସୃଷ୍ଟି ହୋଇପାରେ	ଭୂତଳ ଜଳ ଟୋପୋଲୋଜି ହେତୁ ଫେରିଯାଉଥିବା ପ୍ରବାହ କିଛି ଗଭୀର ଅଂଶରେ କେନ୍ଦ୍ରୀଭୂତ ହୋଇଥାଏ ଏବଂ ସେଠାରେ ଗଭୀର ଜଳକୁ ଏକ ଦ୍ରୁତ ପ୍ରବାହ ସୃଷ୍ଟି ହୋଇପାରେ
1066167067250366360.wav	ଫିସନ୍ ବୋମା ଏହି ସିଦ୍ଧାନ୍ତ ଅନୁଯାୟୀ କାର୍ଯ୍ୟ କରେ ଯେ ଅନେକ ପ୍ରୋଟନ୍ ଏବଂ ନ୍ୟୁଟ୍ରନ୍‌କୁ ଏକାଠି କରି ଏକ ନ୍ୟୁକ୍ଲିୟସ୍ ଗଠନ କରିବା ପାଇଁ ଶକ୍ତି ଆବଶ୍ୟକ ହେଇଥାଏ।	ଫିଶିନ୍ ବୋମା ଏହି ସିଦ୍ଧାନ୍ତ ଅନୁଯାୟୀ କାର୍ଯ୍ୟକାରୀ ଯେ ଅନେକ ପ୍ରୋଟନ୍ ଏବଂ ନ୍ୟୁଟ୍ରିନ୍ କୁ ଏକାଠି କରି ଏକ ନିୟୁକ୍ଲିୟସ୍ ଗଠନ କରିବା ପାଇଁ ଶକ୍ତି ଆବଶ୍ୟକ ହୋଇଥାଏ
1069796815376071017.wav	ମଧ୍ୟ ପୂର୍ବର ଉଷ୍ମ ଜଳବାୟୁରେ ଘର ଏତେ ଗୁରୁତ୍ତ୍ଵପୂର୍ଣ୍ଣ ନଥିଲା	ମଧ୍ୟପୂର୍ବର ଉଷ୍ମ ଜଳବାୟୁରେ ଘର ଏତେ ଗୁରୁତ୍ୱପୂର୍ଣ୍ଣ ନଥିଲା
10702491626110065509.wav	ଉତ୍ତରରେ ଥିବା ବୃହତ ଅଞ୍ଚଳଗୁଡିକ ବହୁତ କମ୍ ଜନସଂଖ୍ୟା ବିଶିଷ୍ଟ ଏବଂ କେତେକ ପ୍ରାୟ ଜନବହୁଳ ମରୁଭୂମି ଅଟେ	ଉତ୍ତରରେ ଥିବା ବୃହତ ଅଞ୍ଚଳଗୁଡ଼ିକ ବହୁତ କମ୍ ଜନସଂଖ୍ୟା ବିଶିଷ୍ଟ ଏବଂ କେତେକ ପ୍ରାୟ ଜନବହୁଳ ମରୁଭୂମି ଅଟେ
10707357963895198526.wav	ଉଦ୍ଭିଦ ଅମ୍ଳଜାନ ତିଆରି କରେ ଯାହା ମନୁଷ୍ୟମାନେ ଶ୍ୱାସକ୍ରିୟାରେ ଗ୍ରହଣ କରିଥାନ୍ତି ଏବଂ ତାହା ଅଙ୍ଗାରକାମ୍ଲ ଗ୍ରହଣ କରିଥାଏ ଯାହା ମନୁଷ୍ୟମାନେ ନିଃଶ୍ୱାସରେ ଛାଡ଼ିଥାନ୍ତି ଅର୍ଥାତ୍ ଶ୍ୱାସକ୍ରିୟାରେ ବାହାର କରନ୍ତି।	ଉଦ୍ଭିଦ ଅମ୍ଳଜାନ ତିଆରି କରେ ଯାହା ମନୁଷ୍ୟମାନେ ଶ୍ୱାସକ୍ରିୟାରେ ଗ୍ରହଣ କରିଥାନ୍ତି ଏବଂ ତାହା ଅଙ୍ଗରକାମ୍ଳ ଗ୍ରହଣ କରିଥାଏ ଯାହା ମନୁଷ୍ୟମାନେ ନିଃଶ୍ୱାସରେ ଛାଡ଼ିଥାନ୍ତି ଅର୍ଥାତ୍ ଶ୍ୱାସକ୍ରିୟାରେ ବାହାର କରନ୍ତି
10710610297903740480.wav	ଏହା ପ୍ରାୟତଃ କେବଳ ଭୁଲ୍ ଗତାନୁଗତିକତା ହୋଇଥିବା ବେଳେ ଆପଣ ଜଣେ ବିଏନ୍ ଏଲେଭ୍ ଉତ୍ତମ ସଂସ୍କାର ପ୍ରାପ୍ତ ବ୍ୟକ୍ତିଙ୍କ ଭଳି ବହୁତ ଭଲ ଆଚରଣ କରିବା ହିଁ ପ୍ୟାରିସରେ ଉତ୍ତମ ସମ୍ପର୍କ ରକ୍ଷା କରିବାର ସର୍ବୋତ୍ତମ ଉପାୟ ଅଟେ। ଏହା ମିଶିବାକୁ ସହଜ କରିବ।	ଏହା ପ୍ରାୟତଃ କେବଳ ଭୁଲ ଗତାନୁଭତିକତା ହୋଇଥିବାବେଳେ ଆପଣ ଜଣେ ବିଏନ୍ଏଲ୍ ଏ ଉତ୍ତମ ସଂସ୍କାର ପ୍ରାପ୍ତ ବ୍ୟକ୍ତିଙ୍କ ଭଳି ବହୁତ ଭଲ ଆଚରଣ କରିବା ହିଁ ପ୍ୟାରିସରେ ଉତ୍ତମ ସମ୍ପର୍କ ରକ୍ଷା କରିବାର ସର୍ବୋତ୍ତମ ଉପାୟ ଅଟେ ଏହା ମିଶିବାକୁ ସହଜ କରିବ
