clip_id	reference	hypothesis
10622951485514869484.wav	हालांकि यह अकेला नहीं है प्रयोग करना और प्रयोग एक ऐसा परीक्षण होता है जिसका इस्तेमाल करके एक या इससे ज़्यादा संभावित परिकल्पनाओं को ख़त्म करने सवाल करने और अवलोकन करने से भी वैज्ञानिक शोध को मार्गदर्शन मिलता है	हालांकि यह अकेला नहीं है प्रयोग करना और प्रयोग एक ऐसा परीक्षण होता है जिसका इस्तेमाल करने एक या इससे ज़्यादा संभावित परिकल्पनाओं को खत्म करने के सवाल करने और अवलोकन करने से ही वैज्ञानिक शोध को मार्गदर्शन मिलता है
10761312360331088376.wav	कैल्शियम और पोटैशियम जैसे तत्वों को धातु माना जाता है बेशक चांदी और सोने जैसी धातुएं भी हैं	कैल्शियम और पोटेशियम जैसे तत्वों को धातु माना जाता है बेशक चांदी और सोने जैसी धातुएं भी हैं
1078154098564425938.wav	हॉट चॉकलेट बेल्जियम के मानकों पर बनी है फलों का जूस महंगा है लेकिन बहुत अच्छा है	हॉट चॉकलेट बेल्जियम के मानकों पर बनती है फलों का जुस महंगा है लेकिन बहुत अच्छा है
10798430940133763019.wav	जिस समय घटनाएँ हुई उसके युग को सामान्य रूप से यूरोप के इतिहास में 11वीं 12वीं और 13वीं सदी ad 1000-1300 में यूरोपियन इतिहास के उच्च मध्य युग की अवधि के रूप में बताया जाता है	जिस समय घटनाएं हुए उसके युग को सामान्य रूप से यूरोप के इतिहास में ग्यारहवीं बारहवीं और तेरहवीं सदी में यूरोपियन इतिहास के उच्च मध्य युग की अवधि के रूप में बताया जाता है
10847487616323903195.wav	कुछ लोगों ये सोचते थे की कि वह सही था लेकिन बहुत से लोग इसके विपरीत मानते थे; की सौर मंडल सूर्य और यहां तक कि अन्य सितारों सहित पृथ्वी के चारों और चक्कर लगता था ।	कुछ लोग यह सोचते थे कि कि यह सही था लेकिन बहुत से लोग इसके विपरीत मानते थे कि शोर मंडल सूर्य और यहां तक कि अन्य सितारें सहित पृथ्वी के चारों ओर चक्कर लगाता था
10907654079731428081.wav	यदि आप केवल शिपबोर्ड भ्रमण का उपयोग करके किनारे तक जाते हैं तो आपको एक अलग वीज़ा की आवश्यकता नहीं होगी 2009 तक	यदि आप केवल शिपबोर्ड भ्रमण का उपयोग करके किनारे तक जाते हैं तो आपको एक अलग वीज़ा की आवश्यकता नहीं होगी दो हज़ार नौ तक
10921902647446458507.wav	यहूदी और गैर-यहूदी की तरह अभी भी ऐसे कई पुरुष और महिलाएं जीवित हैं जो उस समय बचने में सफल रहे और कई जिनके प्रियजनों को मार दिया गया या उनके मरने तक उनसे काम करवाया गया	यहूदी और गैर यहूदी की तरह अभी भी ऐसे कई पुरुष और महिलाएं जीवित हैं जो उस समय बचने में सफल रहे और कई जिनके प्रियजनों को मार दिया गया या उनके मरने तक उनसे काम करवाया गया
10924000697500767031.wav	इटैलियन भी रोज़ाना इस्तेमाल होने वाली भाषा है जिसे राज्य में काम करने वाले अधिकांश लोग उपयोग में लाते हैं जबकि लेटिन का धार्मिक रस्मों में इस्तेमाल किया जाता है	इटालियन भी रोज़ाना इस्तेमाल होने वाली भाषा है जिसे राज्य में काम करने वाले अधिकांश लोग उपयोग में लाते हैं जबकि लेटिन का धार्मिक रस्मों में इस्तेमाल किया जाता है
10972260827293009900.wav	लोग यह अनुमान नहीं लगा सकते हैं कि घर लौटने वाले यात्रियों के लिए धैर्य और समझ भी आवश्यक है	लोग यह अनुमान नहीं लगा सकते हैं कि घर लौटने वाले यात्रियों के लिए धैर्य और समझ भी आवश्यक है
10980788482676060439.wav	उन्होंने अफवाहों को राजनीतिक बकवास और मूर्खतापूर्ण कहा	उन्होंने अनफवाहों को राजनीतिक बकवास और मुख्यतापण कहा
11014623647783711221.wav	इंटरनेट लोगों और अंतर-परस्पर संचार दोनों के तत्वों को मिलाता है	इंटरनेट लोगों और अंतर पररस्पर संचार दोनों के तत्वों को मिलाता है
11044357197343438539.wav	तकनीकी निर्धारण की ज़्यादातर व्याख्याएं दो सामान्य विचारों के बारे में बताती हैं तकनीकी विकास पर सांस्कृतिक या राजनीतिक असर का कोई भी प्रभाव नहीं पड़ता है और परिणामस्वरूप सामाजिक रूप से अनुकूलित होने के बजाय वह तकनीक निहित समाजों को प्रभावित करती है	तकनीकी निर्धारण की ज़्यादातर व्याख्याएं दो सामान्य विचारों के बारे में बताती हैं तकनीकी विकास पर सांस्कृतिक या राजनीतिक असर का कोई भी प्रभाव नहीं पड़ता है और परिणामस्वरूप सामाजिक रूप से अनुकूलित होने के बजाय वह तकनीक नििहित समाजों को प्रभावित करती हैं
11063307654961399321.wav	केवल दो हफ़्तों में अमेरिकियों और फ़्री फ़्रेंच बलों ने दक्षिणी फ़्रांस को मुक्त कर दिया था और जर्मनी की ओर बढ़ रहे थे	केवल दो हफ़्तों में अमरिकियों और फ्री फ़्रेंच बलों ने दक्षिण फ़्रांस को मुक्त कर दिया था और जर्मनी की ओर बढ़ रहे थे
11093493337058713150.wav	यूनिवर्सिटी ऑफ़ डंडी के प्रोफ़ेसर पामेला फ़र्ग्यूसन लिखते हैं अगर संदिग्धों के फ़ोटो आदि प्रकाशित होते हैं तो पत्रकारों को यह ख़तरनाक मार्ग पर चलना लगता है	यूनिवर्सिटी ऑफ डंडी के प्रोफेसर पामेला फ्यूवर्सन लिखते हैं अगर संदिग्धों की फोटो आदि प्रकाशित होती है तो पत्रकारों को यह खतरनाक मार्ग पर चलना लगता है
11099457867420986000.wav	उनका सिंगापुर के उप-प्रधान मंत्री वोंग कान सेंग ने स्वागत किया और उन्होंने सिंगापुर के प्रधानमंत्री ली सिएन लूंग के साथ व्यापार और आतंकवाद के मामले पर बातचीत की	उनका सिंगापुर के उप प्रधानमंत्री वोंग कनसेंक ने स्वागत किया और उन्होंने सिंगापुर के प्रधानमंत्री ली सिएन लुंग के साथ व्यापार और आतंकवाद के मामले पर बातचीत की
11128889587759059641.wav	विखंडन बम इस सिद्धांत पर काम करता है कि कई प्रोटॉन और न्यूट्रॉन वाले एक नाभिक को एक साथ रखने के लिए ऊर्जा लगती है	विखंडन बम इस सिद्धांत पर काम करता है कि कई प्रोटॉन और न्यूट्रॉन वाले एक नाभिक को एक साथ रखने के लिए ऊर्जा लगती है
11284364062037374022.wav	ऐसा माना जाता है कि पेरिस के निवासी अहंकारी असभ्य और अभिमानी होते हैं	ऐसा माना जाता है कि पेरिस के निवासी अहंकारी अशभ्य और अभिमानी होते हैं
11299735708347263843.wav	1963 में बांध बनने के बाद मौसमी बाढ़ जो पूरे नदी में तलछट फैला देगी वह रुक गई थी	एक हज़ार नौ सौ तिरसठ में बाद बनने के बाद मौसमी बाढ़ जो पूरे नदी में थलचट फैला देगी वह रुक गई थी
11367485550096972332.wav	यह ऑरोरा बोरेलिस को देखने का एक अच्छा अवसर प्रदान करता है क्योंकि आकाश में उस समय अंधकार सा ही रहेगा	यह अरोरा बोरेलिस को देखने का एक अच्छा अवसर प्रदान करता है क्योंकि आकाश में उस समय अंधकार सा ही रहेगा
1137772989789278397.wav	यह शहर देश के बाकी शहरों से अलग है क्योंकि यह किसी अफ्रीकी शहर की बजाय अरब शहर लगता है	यह शहर देश के बाकी शहरों से अलग है क्योंकि यह किसी अफ़्रीकी शहर की बजाय अरब शहर लगता है
11384310733046890772.wav	पुलिस अधीक्षक चंद्र शेखर सोलंकी ने कहा कि आरोपी ढके हुए चेहरे के साथ अदालत में पेश हुए थे	पुलिस अधीक्षक चंद्रशेखर सोलंकी ने कहा कि आरोपी ढके हुए चेहरे के साथ अदालत में पेश हुए थे
11420171604929754563.wav	ज़्यादा परंपरागत चर्चों में ईस्टर सप्ताहांत में शनिवार रात को ईस्टर विजिल का आयोजन किया जाता है जिसमें लोग क्रिस के पुनर्जन्म का उत्सव मनाने के लिए आधी रात के समय उत्सव मनाना शुरू करते हैं	ज़्यादा परंपरागत चर्चों में ईस्टर सप्ताहंत में शनिवार रात को ईस्टर विज़िल का आयोजन किया जाता है जिसमें लोग क्रीस के पुन्य जर्नन का उत्सव मनाने के लिए आधी रात के समय उत्सव मनाना शुरू करते हैं
1144448424147426456.wav	29 वर्षीय डॉ मलार बालासुब्रमण्यम सिनसिनाटी के उत्तर में लगभग 15 मील की दूरी पर एक उपनगर ब्लू ऐश ओहियो में मिले जो एक टी-शर्ट और अंडरवियर में सड़क के किनारे बहुत अधिक नशे की हालत में जमीन पर पड़े थे	बारी एक उपनगर ब्लू ओहियो में मिले जो एक त शर्ट और अंडरवेयर में सड़क के किनारे बहुत अधिक नशे की हालत में जमीन पर पड़े थे
11454315521519829761.wav	बाद में उन्हें कैम्ब्रिज में एडेनब्रुक के अस्पताल में स्थानांतरित कर दिया गया	बाद में उन्हें कैमब्रिज में एडन ग्रुक के अस्पताल में स्थानानांतरित कर दिया गया
11483002217487175688.wav	तीसरी शताब्दी ईसा पूर्व में मिस्रियों द्वारा निर्मित ग्रेट पिरामिड मृत फिरौन का सम्मान करने के लिए निर्मित कई बड़ी पिरामिड संरचनाओं में से एक है	तीसरी शताब्दी ईसा पूर्व में मिस्रियों द्वारा निर्मित ग्रेट पिरामिड मिृथ फ़िरन का सम्मान करने के लिए निर्मित कई बड़ी पिरामिद संचारनाओं में से एक है
11490162715923744769.wav	महिलाएं यह अनुशंसा की जाती है कि कोई भी महिला यात्री वास्तविक वैवाहिक स्थिति के बावजूद कहती है कि वह विवाहित है	महिलाएं यह अनुशंसा की जाती है कि कोई भी महिला यात्री वास्तविक वैवाहिक स्थिति के बावजूद कहती है कि वह विवाहित है
11512325763784312342.wav	भवनों की परेड जिसने हांगकांग की स्कायलाइन को चमचमाते बार चार्ट की तरह बनाया है उसने विक्टोरिया हार्बर के पानी की मौज़ूदगी को देखने लायक बनाया है	भवनों की परेड जिसने हांगकांग की स्काईलाइन को चमचमाते बार चार्ट की तरह बनाया है उसने विक्टोरिया हार्बर के पानी की मौजूदगी को देखने लायक बनाया है
11534298179848099715.wav	गंभीर मौसम किसी भी खतरनाक मौसमी घटना के लिए वर्गीय शब्द है जिसमें नुकसान गंभीर सामाजिक व्यवधान या मानव जीवन की हानि की संभावना है	गंभीर मौसम किसी भी खतरनाक मौसमी घटना के लिए वर्गीय शब्द है जिसमें नुकसान गंभीर सामाजिक व्यवधान या मानव जीवन की हानि की संभावना है
11550052516777641495.wav	स्प्रिंगबोक्स के लिए इसने पांच-मैचों की हार का सिलसिला समाप्त कर दिया	स्प्रिंग बॉक्स के लिए इसने पाच मैंचों की हार का सिलसिला समाप्त कर दिया
11607524785912006284.wav	लोग अब कंप्यूटर स्क्रीन पर संदेश लिखते हैं शार्पनर का उपयोग करने की आवश्यकता नहीं पड़ती	लोग अब कंप्यूटर स्क्रीन पर संदेश लिखते हैं सर्पनर का उपयोग करने की आवश्यकता नहीं पड़ती
11679504829817040349.wav	हांगकांग द्वीप हांगकांग के क्षेत्र को उसका नाम देता है और यह वह स्थान है जिसे कई पर्यटक मुख्य केंद्र बिंदु मानते हैं	हागकाग द्वीप हागकाग के क्षेत्र को उसका नाम देता है और ये वह स्थान है जिसे कई पर्यटक मुख्य केंद्र बिंदु मानते हैं
1175947104979616570.wav	तीसरी शताब्दी ईसा पूर्व में मिस्रियों द्वारा निर्मित ग्रेट पिरामिड मृत फिरौन का सम्मान करने के लिए निर्मित कई बड़ी पिरामिड संरचनाओं में से एक है	शताब्दी ईसा पूर्व में मििस्रियों द्वारा निर्मित ग्रेट पिटामिड मद फिरन का सम्मान करने के लिए निर्मित कई बड़ी पिटामिड संरचनाओं में से एक है
11803471848521041631.wav	जैसे-जैसे ग्रीक का ज्ञान घटता गया पश्चिम ने खुद को अपनी ग्रीक दार्शनिक और वैज्ञानिक जड़ों से कटा हुआ पाया	जैसे जैसे ग्रीक का ज्ञान घटता गया पश्चिम ने खुद को अपनी ग्रीक दार्शनिक और वैज्ञानिक जड़ों से कटा हुआ पाया
11807096330378627515.wav	यह शहर देश के बाकी शहरों से अलग है क्योंकि यह किसी अफ्रीकी शहर की बजाय अरब शहर लगता है	यह शहर देश के बाकी शहरों से अलग है क्योंकि यह किसी अफ़्रीकी शहर की बजाय अरब शहर लगता है
11816700057964730502.wav	प्राचीन संस्कृतियों और जनजातियों ने दूध बाल मांस और चमड़े को अपनी आसान पहुंच में बनाए रखना शुरू कर दिया	प्राचीन संस्कृतियों और जनजातियों ने दूध बाल मांस और चमड़े को अपनी आसान पहुंच में बनाए रखना शुरू कर दिया
11845204635878039304.wav	समाजीकरण के महत्व को स्पष्ट करने के लिए इस्तेमाल किए जाने वाले सबसे आम तरीकों में से कुछ बच्चों के दुर्भाग्यपूर्ण मामलों को आकर्षित करना है जो बड़े होने के दौरान वयस्कों द्वारा उपेक्षित नहीं बल्कि उपेक्षा दुर्भाग्य या दुर्व्यवहार के माध्यम से होते थे	सामाजीकरण के महत्व को स्पष्ट करने के लिए इस्तेमाल किए जाने वाले सबसे आम तरीकों में से कुछ बच्चों के दुर्भाग्यपूर्ण मामलों को आकर्षित करना है जो बड़े होने के दौरान वयस्कों द्वारा उपेक्षित नहीं बल्कि उपेक्षा दुर्भाग्य या दुर्व्यवहार के माध्यम से होते थे
11847046500833945297.wav	अक्टूबर में शुरू हुए व्यापक शासन विरोधी प्रदर्शनों के लिए आयोग का गठन मार्टेली की प्रतिक्रिया स्वरूप हुआ था	अक्टूबर में शुरू हुए व्यापक शासन विरोधी प्रदर्शनों के लिए आयोग का गठन माटेली की प्रतिक्रियास्वरूप हुआ था
11871977786251235384.wav	एक सामान्य लोकप्रिय डिनर विशेष रूप से गर्मी के मौसम में पा एम्बे ओली है ब्रेड के साथ ऑलिव ऑयल टमाटर और कोई भी उपलब्ध रुचिकर सामग्री जैसे पनीर ट्यूना मछली आदि	एक सामान्य लोकप्रिय डिनर विशेष रूप से गर्मी के मौसम में प एम्बेओली है ब्रेड के साथ लीबऑयल टमाटर और कोई भी उपलब्ध रुचिकर सामग्री जैसे पनीर चूना मछली आदि
11887255676786903166.wav	चीज़ों पर कुछ बनाकर या खरोंच कर इस जगह को नुक़सान न पहुंचाएं	चीज़ों पर कुछ बनाकर या खरोोच कर इस जगह को नुकसान न पहुँचाएं
11896886729303076576.wav	यूरोप एक ऐसा महाद्वीप है जो अपेक्षाकृत छोटा है लेकिन इसमें कई स्वतंत्र देश हैं सामान्य परिस्थिति में कई देशों की यात्रा करने का मतलब कई बार वीज़ा आवेदन और पासपोर्ट कंट्रोल की प्रक्रिया से गुज़रना है	यूरोप एक ऐसा महाद्वीप है जो अपेक्षाकृत छोटा है लेकिन इसमें कई स्वतंत्र देश हैं सामान्य परिस्थिति में कई देशों की यात्रा करने का मतलब कई बार वीजा आवेदन और पासपोर्ट कंट्रोल की प्रक्रिया से गुज़रना है
11923218739051303470.wav	महिलाएं यह अनुशंसा की जाती है कि कोई भी महिला यात्री वास्तविक वैवाहिक स्थिति के बावजूद कहती है कि वह विवाहित है	महिलाएं यह अनुशंसा की जाती हैं कि कोई भी महिला यात्री वास्तविक वैवाहिक स्थिति के बावजूद कहती है कि वह विवाहित है
12005094579689598791.wav	उनका सिंगापुर के उप-प्रधान मंत्री वोंग कान सेंग ने स्वागत किया और उन्होंने सिंगापुर के प्रधानमंत्री ली सिएन लूंग के साथ व्यापार और आतंकवाद के मामले पर बातचीत की	उनका सिंगापुर के उप प्रधानमंत्री वोंग कानसेंग ने स्वागत किया और उन्होंने सिंगापुर के प्रधानमंत्री ली सिएन लुंग के साथ व्यापार और आतंकवाद के मामले पर बातचीत की
12026665813540473757.wav	इसलिए यह माना जा रहा है कि नोटेशन को सिर्फ़ एक लेबल के रूप में जोड़ा गया था	इसलिए यह माना जा रहा है कि नोटेशन को सिर्फ़ एक लेवल के रूप में जोड़ा गया था
12085177491619978764.wav	आपके हाथों की नमी बाहरी परतों के साथ क्रिया करेगी जो अजीब महसूस करेगी और एक तरह का आवरण बनाएगी	आपके हाथों की नमी बाहरी परतों के साथ क्रिया करेगी जो अजीब महसूस करेगी और एक तरह का आवरण बनाएगी
12095524946571612509.wav	ऐसी कोई वैश्विक परिभाषा नहीं है जिसके लिए निर्मित सामान एंटीक होते हैं कुछ कर एजेंसियां 100 साल से पुराने सामान को एंटीक के तौर पर परिभाषित करती हैं	ऐसी कोई वैश्विक परिभाषा नहीं है जिसके लिए निर्मित सामान एंटीक होते हैं कुछ कर एजेंसियां सौ साल से पुराने सामान को एंटीक के तौर पर परिभाषित करती हैं
12106180364446341165.wav	सबसे नज़दीकी सिरे पर क्रस्ट की मोटाई करीब 70 किलोमीटर है और सबसे दूर के सिरे पर यह 100 किलोमीटर है	सबसे नज़दीकी सिरे पर क्रिस्ट की मोटाई करीब सत्तर किलोमीटर और सबसे दूर के सिरे पर सौ किलोमीटर है
12116673162471842516.wav	लोग अब कंप्यूटर स्क्रीन पर संदेश लिखते हैं शार्पनर का उपयोग करने की आवश्यकता नहीं पड़ती	लोग अब कंप्यूटर स्क्रीन पर संदेश लिखते हैं शॉपनर का उपयोग करने की आवश्यकता नहीं पड़ती
12150230149527456841.wav	चांद की सतह चट्टानों और धूल से बनी है चांद की बाहरी परत को क्रस्ट कहते हैं	चाँंद की सतह चट्टानों और धूल से बनी है चाँंद की बाहरी परत को कृष्ट कहते हैं
12192139752982190546.wav	हमारे ग्रह की नदियों से महासागरों में जाने वाले पानी का 20% हिस्सा अमेज़न से आता है	हमारे ग्रह की नदियों से महासागरों में जाने वाला पानी का बीस प्रतिशत हिस्सा अमेज़न से आता है
12193749519479711646.wav	सुंदरबन दुनिया का सबसे बड़ा तटीय मैंग्रोव क्षेत्र है जो तट से बांग्लादेशी और भारतीय पहाड़ी क्षेत्र में 80 किमी 50 मील तक फैला हुआ है।	सुंदरबन दुनिया का सबसे बड़ा तटीय मैंग्रोव क्षेत्र है जो तट से बांग्लादेशी और भारतीय पहाड़ी क्षेत्र में अस्सी किलोमीटर पचास मील तक फैला हुआ है
12211625880636332335.wav	इसी तरह पुरुषों के लिए घुटनों को ढंकने वाले ट्राउज़र पहनना ज़रूरी है	इसी तरह पुरुषों के लिए घुटनों को ढकने वाले ट्राउज़र पहनना ज़रूरी है
12261305966768506027.wav	पुरुषों को दृढ़ता से नकारें और अपनी बात पर बेहिचक अड़ी रहें सांस्कृतिक अंतरों के होने या नहीं होने से यह सही नहीं हो जाता!	पुरुषों को दृढ़ता से नकारें और अपनी बात पर बेहिचक अड़ी रहें सांस्कृतिक अंतरों के होने या नहीं होने से यह सही नहीं हो जाता
12292618971077991076.wav	यहूदी और गैर-यहूदी की तरह अभी भी ऐसे कई पुरुष और महिलाएं जीवित हैं जो उस समय बचने में सफल रहे और कई जिनके प्रियजनों को मार दिया गया या उनके मरने तक उनसे काम करवाया गया	यहूदी और गैर यहूदी की तरह अभी भी ऐसे कई पुरुष और महिलाएं जीवित हैं जो उस समय बचने में सफल रहे हैं और कई जिनके प्रियजनों को मार दिया गया या उनके मरने तक उनसे काम करवाया गया
12338621820825514275.wav	बाघ की दहाड़ किसी शेर की तेज़ आवाज़ वाली दहाड़ की तरह नहीं होती है लेकिन उसकी बंधी हुई चिल्लाने जैसी होती है	बाघ की दहाड़ किसी शेर की तेज आवाज वाली दहाड़ की तरह नहीं होती है लेकिन उसकी बंधी हुई चिल्लाने जैसी होती है
1236616481434986.wav	अस्पताल में काम करते हुए लिगिन्स ने अपने खाली समय के दौरान समय से पहले प्रसव की जांच शुरू कर दी	अस्पताल में काम करते हुए लिगििनस ने अपने खाली समय के दौरान समय से पहले प्रसव की जाँच शुरू कर दी
12370826154045426070.wav	यह खोज पक्षियों में पंखों के विकास की पूरी जानकारी भी प्रदान करती है	यह खोज पक्षियों में पंखों के विकास की पूरी जानकारी भी प्रदान करती है
12400333755521698966.wav	हालांकि यह अकेला नहीं है प्रयोग करना और प्रयोग एक ऐसा परीक्षण होता है जिसका इस्तेमाल करके एक या इससे ज़्यादा संभावित परिकल्पनाओं को ख़त्म करने सवाल करने और अवलोकन करने से भी वैज्ञानिक शोध को मार्गदर्शन मिलता है	हालांकि यह अकेला नहीं है प्रयोग करना और प्रयोग एक ऐसा परीक्षण होता है जिसका इस्तेमाल करके एक या इससे ज़्यादा संभावित परिकल्पनाओं को खत्म करने सवाल करने और अवलोकन करने से भी वैज्ञानिक सोध को मार्गदर्शन मिलता है
