clip_id	reference	hypothesis
10178783284625915846.wav	সুন্দরবনকে ইউনেস্কোর ওয়ার্ল্ড হেরিটেজ সাইট হিসাবে ঘোষণা করা হয়েছে ভারতীয় ভূখণ্ডের মধ্যে থাকা বনের অংশটিকে সুন্দরবন জাতীয় উদ্যান বলা হয়	সুন্দরবনকে ইউনেস্কোর ওয়ার্ল্ড হেরিটেজ সাইট হিসেবে ঘোষণা করা হয়েছে ভারতীয় ভূখণ্ডের মধ্যে থাকা বনের অংশটিকে সুন্দরবন জাতীয় উদ্যান বলা হয়
10194840128263752403.wav	আপনি যদি শুধুমাত্র শিপবোর্ডে করে উপকূলে যান তবে সেক্ষেত্রে আপনার আলাদা করে ভিসা লাগবে না 2009 অনুযায়ী।	আপনি যদি শুধুমাত্র শিপবোর্ডে করে উপকূলে যান তবে সেক্ষেত্রে আপনার আলাদা করে ভিসা লাগবে না ২০ ন৯ অনুযায়ী
10203833058579445400.wav	ভ্রমণকারীদের তাদের অঞ্চলে প্রভাব সৃষ্টিকারী খারাপ আবহাওয়ার ঝুঁকি সম্পর্কে সচেতন হতে গভীর ভাবে পরামর্শ দেওয়া হচ্ছে কারণ এর ফলে আপনার ভ্রমণ সম্পর্কিত যে কোন পরিকল্পনা প্রভাবিত হতে পারে	ভ্রমণকারীদের তাদের অঞ্চলে প্রভাব সৃষ্টিকারী খারাপ আবহাওয়ার ঝুঁকি সম্পর্কে সচেতন হতে গভীরভাবে পরামর্শ দেওয়া হচ্ছে কারণ এর ফলে আপনার ভ্রমণ সম্পর্কিত যে কোনও পরিকল্পনা প্রভাবিত হতে পারে
10218413643679736372.wav	এই স্ফটিকগুলির গঠন আক্রান্ত পালিত পশুগুলির মূত্র থেকে পাওয়াগুলির সাথে মিলে যায় যখন অবলোহিত বর্ণালীবিক্ষণ যন্ত্রের  ftir  দ্বারা তুলনা করা হয়।	এই সফটিকগুলি গঠন আক্রান্ত পালিত পশুগুলোর মূত্র থেকে পাওয়াগুলির সাথে মিলে যায় যখন অবলোহিত বর্ণালিবীক্ষণ যন্ত্রের এফটিআইআর দ্বারা তুলনা করা হয়
10263418355661224659.wav	ঐতিহ্যগতভাবে নৌবাহিনীর কাজ এটা নিশ্চিত করা ছিল যে আপনার দেশ যেন আপনার মানুষ এবং পণ্য স্থানান্তরের ক্ষমতা বজায় রাখে এবং একই সাথে আপনার শত্রু যেন তার লোক ও পণ্য স্থানান্তরের ক্ষমতায় হস্তক্ষেপের সম্মুখীন হয়	ঐতিহ্যগতভাবে নৌবাহিনীর কাজ এটা নিশ্চিত করা ছিল যে আপনার দেশ যেন আপনার মানুষ এবং পণ্য স্থানান্তরের ক্ষমতা বজায় রাখে এবং একই সাথে আপনার শত্রু যেন তার লোক ও পণ্য স্থানান্তরের ক্ষমত হস্তক্ষেপের সম্মুখীন হয়
10290502404289347248.wav	পুলিশ সুপার চন্দ্র শেখর সোলঙ্কি জানিয়েছিলেন অভিযুক্তরা মুখ ঢাকা অবস্থায় আদালতে হাজির হয়েছিল	পুলিশ সুপার চন্দ্রশেখর শোসকি জানিয়েছিলেন অভিযুক্তরা মুখ ঢাকা অবস্থায় আদালতে হাজির হয়েছিল
10300969804530479277.wav	সম্ভবত প্রত্যন্ত দ্বীপগুলিতে ক্রেডিট কার্ড গ্রহণ করা হয় না যদিও ব্রিটিশ এবং মার্কিন যুক্তরাষ্ট্রের মুদ্রা নেওয়া হয় অর্থ প্রদানের সঠিক পদ্ধতি সম্পর্কে জানার জন্য অগ্রিম ভাবে মালিকদের সাথে যোগাযোগ করুন	সম্ভবত প্রত্যন্ত দ্বীপগুলিতে ক্রেডিট কার্ড গ্রহণ করা হয় না যদিও ব্রিটিশ এবং মার্কিন যুক্তরাষ্ট্রের মুদ্রা নেওয়া হয় অর্থ প্রদানের সঠিক পদ্ধতি সম্পর্কে জানার জন্য অগ্রিমভাবে মালিকদের সাথে যোগাযোগ করুন
10357573081929980614.wav	অ্যারোস্মিথ তাদের সফরের অবশিষ্ট কনসার্টগুলো বাতিল করেছেন	অ্যারো স্মিথ তাদের সফরের অবশিষ্ট কনসার্টগুলো বাতিল করেছেন
10359937040792838795.wav	দুটি পয়েন্টের মাঝে দুজন ড্রাইভার এবং তাদের যানের মধ্যে যে চলন ও কথাবার্তা চলে সেই বিদ্যাকেই ট্রাফিক ফ্লো বলে	দুটি পোয়েনট এর মাঝে দুজন ড্রাইভার এবং তাদের যানের মধ্যে যে চলন ও কথাবার্তারা চলে সেই বিদ্যাকেই ট্রাফিক ফ্লো বলে
10390048675185683779.wav	যদি তুমি ন্যাশনাল ট্রেজার সিনেমা টি দেখে থাকো তুমি হয়তো ভাবতে পারো যে সম্পদের মানচিত্র লেখা হয়েছিল স্বাধীনতা ঘোষণার পশ্চাৎ দিকে	যদি তুমি ন্যাশনাল ট্রেজার সিনেমাটি দেখে থাকো তুমি হয়তো ভাববে পারো যে সম্পদের মানচিত্র লেখা হয়েছিল স্বাধীনতা ঘোষণার পশ্চাৎ দিকে
1039272529928467119.wav	গরম চকলেটটির গুনমান বেলজিয়ামের চকলেটের মতো হয়ে থাকে ফলের রস সাধারণত দামি হলেও দুর্দান্ত স্বাদের হয়ে থাকে	গরম চকলেটটির গুণমান বেলজিয়ামের চকলেটের মতো হয়ে থাকে ফলের রস সাধারণত দামি হলেও দুর্দান্ত স্বাদের হয়ে থাকে
10394030909314046983.wav	ঘুমে ব্যাঘাত হচ্ছে স্বাভাবিক ঘুমের সময় উদ্দেশ্যমূলক জেগে থাকার প্রক্রিয়া এবং অল্প সময় ১০-৬০ মিনিট পরে ঘুমিয়ে পড়া।	ঘুমে ব্যাঘাত হচ্ছে স্বাভাবিক ঘুমের সময় উদ্দেশ্যমূলক জেগে থাকার প্রক্রিয়া এবং অল্প সময় দশ থেকে ষাট মিনিট পরে ঘুমিয়ে পড়া
10455987393530464990.wav	মিসেস কার্চনার প্রেসিডেন্ট প্রার্থী হিসেবে লড়ার ইচ্ছা প্রকাশ করে ঘোষণা দিয়েছেন আর্জেন্টাইন থিয়েটারে একই জায়গায় যেখান থেকে সে 2005 সালে বুয়েন্স আইরেস প্রদেশের সিনেট প্রতিনিধি দলের সভ্য হওয়ার প্রচারণা শুরু করেছিলেন	মিসেস কার্টনার প্রেসিডেন্ট প্রার্থী হিসেবে লড়ার ইচ্ছা প্রকাশ করে ঘোষণা দিয়েছেন আর্জেন্টাইন থিয়েটারে একই জায়গায় যেখান থেকে সে ২০০৫ সালে বুয়েন্স আইরেস প্রদেশের সিনেট প্রতিনিধি দলের সভ্য হওয়া প্রচারণা শুরু করেছিলেন
10463504642011184575.wav	যারা রাজ্যে কাজ করেন তাদের কাছে ইটালীয় প্রতিদিনের ব্যবহারিক ভাষা এবং লাতিন প্রায়শই ধর্মীয় অনুষ্ঠানগুলিতে ব্যবহৃত হয়	যারা রাজ্যে কাজ করেন তাদের কাছে ইটালীয় প্রতিদিনের ব্যবহারিক ভাষা এবং লাতিন প্রায়শই ধর্মীয় অনুষ্ঠানগুলিতে ব্যবহৃত হয়
10488551295181099093.wav	এই সেবাটি স্থানান্তরে প্রায়শই ব্যবহৃত হয় যার মধ্যে অন্তর্গত আনন্দশৈলী অভিযান যাদের দূরবর্তী ডেটা এবং ভয়েসের প্রয়োজন আছে	এই সেবাটি স্থান্তরে প্রায়শই ব্যবহৃত হয় যার মধ্যে অন্তর্গত আনন্দশৈলী অভিযান যাদের দূরবর্তী ডেটা এবং ভয়েসের প্রয়োজন আছে
10516978149486574697.wav	তিনি যখন হাসপাতালে কাজ করছিলেন তখন লিগিনস তার অবসর সময়ে অকাল প্রসবের তদন্ত শুরু করেছিলেন	তিনি যখন হাসপাতালে কাজ করছিলেন তখন লিগিনস তার অবসর সময়ে অকাল ওোসবের তদন্ত শুরু করেছিলেন
1052595613926273094.wav	দ্বিতীয় সেটটির প্রথম দিকে ডেল পোট্রো প্রাধান্য পেয়েছিল তবে 6-6 এ পৌঁছনোর পরে এটির ক্ষেত্রেও টাই ব্রেকারের প্রয়োজন হয়	দ্বিতীয় সেটটির প্রথম দিকে ডেলপোট্রো প্রাধান্য পেয়েছিল তবে ছয় বাই ছয় এ পৌঁছানোর পরে এটির ক্ষেত্রেও টাইব্রেকার প্রয়োজন হয়
1055049799839020551.wav	তবে এই পরিকল্পনাগুলি রাতারাতি বাতিল হয়ে যায় যখন সোভিয়েত ইউনিয়নের 800,000 লালফৌজ রিগা শান্তি চুক্তি লঙ্ঘন করে পূর্ব পোল্যান্ডের এলাকাগুলি দখল করে বেলারুশ ও ইউক্রেনে ঢুকে যুদ্ধের ফ্রন্ট খোলে রিগা চুক্তি ছিল সোভিয়েত-পোলিশ অনাগ্রাসন চুক্তি সোভিয়েত সেনা এরকম অন্য দ্বিপাক্ষিক ও বহুপাক্ষিক শান্তি চুক্তিগুলিও লঙ্ঘন করেছিল	তবে এই পরিকল্পনাগুলি রাতারাতি বাতিল হয়ে যায় যখন সোভিয়েত ইউনিয়নের ৮ লাখ লালফৌজ রিগাশান্তি চুক্তি লঙ্ঘন করে পূর্ব পোল্যান্ডের এলাকাগুলি দখল করে বেলারুস ও ইউক্রেনে ঢুকে যুদ্ধের ফ্রন্ট খোলে রিগা চুক্তি ছিল সোভিয়েত পলিশ অনাগ্রাসণ চুক্তি সোভিয়েত সেনা এরকম অন্য দ্বিপাক্ষিক ও বহুপাক্ষিক শান্তি চুক্তিগুলিও লঙ্ঘন করেছিল
10564961555516770334.wav	অক্টোবরে শুরু হওয়া ক্ষমতাবানদের বিরুদ্ধে ব্যাপক বিক্ষোভে মার্টেলির প্রতিক্রিয়া হল এই কমিশন	অক্টোবরে শুরু হওয়া ক্ষমতাবানদের বিরুদ্ধে ব্যাপক বিক্ষোভে মার্টেলির প্রতিক্রিয়া হল এই কমিশন
10577810607604658789.wav	যদিও এটি সত্য নয় তারপরও দলিলের পিছনে কিছু লেখা আছে এটি কোন গুপ্তধনের মানচিত্র নয়	যদিও এটি সত্য নয় তারপরও দলিলের পিছনে কিছু লেখা আছে এটি কোন গুপ্তধনের মানচিত্র নয়
10585930307136598804.wav	এই সেবাটি স্থানান্তরে প্রায়শই ব্যবহৃত হয় যার মধ্যে অন্তর্গত আনন্দশৈলী অভিযান যাদের দূরবর্তী ডেটা এবং ভয়েসের প্রয়োজন আছে	এই সেবাটি স্থানান্তরের প্রায়শই ব্যবহৃত হয় যার মধ্যে অন্তর্গত আনন্দশৈলী অভিযান যাদের দূরবর্তী ডাটা এবং ভয়েজের প্রয়োজন আছে
10613574143196337808.wav	বিংশ শতাব্দীতে যে গবেষণা হয়েছিল সেখানে দেখা গেছে যে জিনগত প্রকরণের দুটি দিক রয়েছে :লুকানো দিক এবং প্রকাশিত দিক।	বিংশ শতাব্দীতে যে গবেষণা হয়েছিল সেখানে দেখা গেছে যে জিনগত প্রকরণের দুটি দিক রয়েছে লুকানো দিক এবং প্রকাশিত দিক
10640878779261609294.wav	কিছু জাহাজ তার বৈশিষ্ট্য পুস্তিকায় বার্লিন জার্মানি দেখায় যেমন আপনি দেখতে পান উপরের মানচিত্র থেকে যে বার্লিন সমুদ্রের নিকটবর্তী কোথাও নয় এবং শহরটিতে ভ্রমণের খরচ ক্রুজের দামের অন্তর্ভুক্ত নয়	কিছু জাহাজ তার বৈশিষ্ট্য পুস্তিকায় বার্লিন জার্মানি দেখায় যেমন আপনি দেখতে পান উপরের মানচিত্র থেকে যে বার্লিন সমুদ্রের নিকটবর্তী কোথাও নয় এবং শহরটিতে ভ্রমণের খরচ ক্রুজের দামের অন্তর্ভুক্ত নয়
10686050232266654844.wav	পুলিশ সুপার চন্দ্র শেখর সোলঙ্কি জানিয়েছিলেন অভিযুক্তরা মুখ ঢাকা অবস্থায় আদালতে হাজির হয়েছিল	পুলিশ সুপার চন্দ্রশেখর সোলাঙ্কি জানিয়েছিলেন অভিযুক্তরা মুখ ঢাকা অবস্থায় আদালতে হাজির হয়েছিল
10696595059448704204.wav	সৈন্যদের আসার আগে হাইতি 1800 দশক থেকে এই রোগের সম্মুখীন হয়নি	সৈন্যদের আসার আগে হাইতি আঠারোশো দশক থেকে এই রোগের সম্মুখীন হয়নি
10718694606625709709.wav	এটি বিচক্ষণ বলে মনে হচ্ছে কারণ পৃথিবী ঘুরছে সেটা বোঝা যায় না যায়কি	এটি বিচক্ষণ বলে মনে হচ্ছে কারণ পৃথিবী ঘুরছে সেটা বোঝা যায় না যাই কি
10743878325987176107.wav	"ডান্ডি বিশ্ববিদ্যালয়ের অধ্যাপক পামেলা ফার্গুসন উল্লেখ করেন "সন্দেহভাজনদের ছবি প্রকাশ করলে সাংবাদিকদের দুর্গম পথ ধরে হাঁটতে হবে।""	ডান্ডি বিশ্ববিদ্যালয়ের অধ্যাপক পামেলা ফার্গুসন উল্লেখ করেন সন্দেহভাজনদের ছবি প্রকাশ করলে সাংবাদিকদের দুর্গম পথ ধরে হাঁটতে হবে
10775095692147079209.wav	মনে রাখবেন যে মূল পর্যায়ে সংগীত শেষ হয়ে গেলেও কিছু অনুষ্ঠান থাকতে পারে যেখানে অনেক রাত পর্যন্ত সংগীত বাজানো হয়	মনে রাখবেন যে মূল পর্যায় সংঙ্গীত শেষ হয়ে গেলেও কিছু অনুষ্ঠান থাকতে পারে যেখানে অনেক রাত পর্যন্ত সঙ্গীত বাজানো হয়
10793310904904418981.wav	ক্যালিফোর্নিয়ার গভর্নর আর্নল্ড শোয়ার্জনেগার স্বাক্ষর করেছেন একটি বিলে যা অপ্রাপ্তবয়স্কদের কাছে সহিংস ভিডিও গেমগুলির বিক্রয় বা ভাড়া নিষিদ্ধ করেছে	ক্যালিফোর্নিয়ার গভর্নর আর্নোট শোয়াননেকার স্বাক্ষর করেছে একটি বিলে যা অপ্রাপ্তবয়স্কদের কাছে সহিংস ভিডিও গেমগুলির বিক্রয় বা ভাড়া নিষিদ্ধ করেছে
10804634627836246242.wav	কিছু ক্রিয়া এবং বস্তুর মধ্যে পার্থক্য করার জন্য এটি একটি গুরুত্বপূর্ণ উপায়	কিছু ক্রিয়া এবং বস্তুর মধ্যে পার্থক্য করার জন্য এটি একটি গুরুত্বপূর্ণ উপায়
10814368894649911226.wav	তবে যক্ষায় আক্রান্ত সমগ্র জনগোষ্ঠীর মধ্যে এক্স-ডি-আর-যক্ষায় আক্রান্তের অনুপাত এখনো পর্যন্ত কম বলেই মনে হচ্ছে যেটি দক্ষিণ আফ্রিকায় যে কোনো মুহুর্তে মোট 330,000 আক্রান্তের মধ্যে 6000 জন	তবে যক্ষায় আক্রান্ত সমগ্র জনগোষ্ঠীর মধ্যে এক্সডিআর যক্ষায় আক্রান্ত অনুপাত এখনও পর্যন্ত কম বলেই মনে হচ্ছে যেটি দক্ষিণ আফ্রিকায় যে কোনো মুহূর্তে মোট ৩ লাখ ০০০০ আক্রান্তের মধ্যে ছ৬ হ০ার জন
10830015965270625769.wav	দুর্ভাগ্যক্রমে যানবাহনের গতিবিধি আন্দাজ করা কঠিন কারণ চালকদের মতিগতি একশত ভাগ নিশ্চিতভাবে কখনই বোঝা যায় না	দুর্ভাগ্যক্রমে যানবাহনের গতিবিধি আন্দাজ করা কঠিন কারণ চালকদের মতিগতি একশত ভগ নিশ্চিতভাবে কখনোই বোঝা যায় না
10831049004294069882.wav	যদিও গোমা যথাযথভাবে নিরাপদ তবে গোমার বাইরে যেকোনও ঘোরার বিষয়ে গবেষণা করা উচিত উত্তর কিভু প্রদেশে চলতে থাকা যুদ্ধের অবস্থা বোঝার জন্য	যদিও গোমা যথাযথভাবে নিরাপদ তবে গোমার বাইরে যেকোনও ঘোরার বিষয়ে গবেষণা করা উচিত উত্তর কিবু প্রদেশে চলতে থাকা যুদ্ধের অবস্থা বোঝার জন্য
10834839875492074156.wav	সঙ্কর ধাতুগুলি মূলত দুই বা ততোধিক ধাতুর মিশ্রণ।পর্যায় সারণীতে অনেক উপাদান রয়েছে তা ভুলে যাবেন না।	সংকট ধাতুগুলি মূলত দুই বা ততোধিক ধাতুর মিশ্রণ পর্যায় সারণীতে অনেক উপাদান রয়েছে তা ভুলে যাবেন না
10885094366480514271.wav	যে সময়কালে ঘটনাগুলি ঘটেছিল সেই সময়কালকে সাধারণ ভাবে ইউরোপীয় ইতিহাসের অধ্যায়ে 11 12 ও 13 শতকের ad 1000–1300 উচ্চ মধ্য যুগ বলা হয়।	যে সময়কালে ঘটনাগুলি ঘটেছিল সেই সময়কালকে সাধারণভাবে ইউরোপীয় ইতিহাসের অধ্যায় ১১১২ ও ১৩ শতকের এডি ১০০ ১৩০ উচ্চ মধ্য যুগ বলা হয়
1088648497921518786.wav	প্যারিসের অধিবাসীদের অহঙ্কারী অভদ্র এবং দাম্ভিক হওয়ার খ্যাতি রয়েছে	প্যারিসের অধিবাসীদের অহংকারী অভদ্র এবং দাম্বিক হওয়ার খ্যাতি রয়েছে
10894600939588325476.wav	মরুভূমির বালি সম্পর্কিত ঝুঁকির কারণে 1990 সালে এটি বিশ্বের বিপদগ্রস্থ ঐতিহ্যবাহী স্থানগুলির তালিকায় যুক্ত হয়েছিল	মরুভূমির বালিক সম্পর্কিত ঝুঁকির কারণে ১৯৯ সালে এটি বিশ্বে বিপদগ্রস্ত ঐতিহ্যবাহী স্থানগুলির তালিকায় যুক্ত হয়েছিল
10906012969959446136.wav	যদিও পূর্ণবিকাশের দিনে মৃদু দূষণ খুব একটা সমস্যার ছিল না এখন সেটা যতটা গুরুতর এগুলি সাধারণত শহরগুলিতে বা ক্যাম্পাসে অবস্থিত আধুনিক সময়ে নির্মিতগুলির চেয়ে সহজেই পৌঁছানো যায়	যদিও পূর্ণবিকাশের দিনে মেধু দূষণ খুব একটা সমস্যা ছিল না এখন সেটা যতটা গুরুত্ব এগুলি সাধারণত শহরগুলিতে বা ক্যাম্পাসে অবস্থিত আধুনিক সময় নির্মিতগুলির চেয়ে সহজেই পৌঁছানো যায়
10913718098537226502.wav	তিনি এই কমানোর জন্য কোনও পরিমাণ স্থাপন করেননি বলেছিলেন যেগুলিচীনের অর্থনৈতিক আয়ের ভিত্তিতে তৈরি করা হবে	তিনি এই কমানোর জন্য কোনও পরিমাণ স্থাপন করেননি বলেছিলেন যেগুলি চীনের অর্থনৈতিক আয়ের ভিত্তিতে তৈরি করা হবে
1091539900918227971.wav	সামোয়ার রাজধানী হলো অপিয়া শহরটি উপোলু দ্বীপে অবস্থিত এবং এর জনসংখ্যা 40,000 এর থেকেও কম	শামোয়ার রাজধানী হল ওপিয়া শহরটি উপোলু দ্বীপে অবস্থিত এবং এর জনসংখ্যা ৪০ হাজার এর থেকে কম
10916859241360162985.wav	একই দিনে আনুমানিক 12:00 জিএমটি সময়ে যানটিকেই দুর্ঘটনার স্থান থেকে সরিয়ে ফেলা হয়েছিল	একই দিনে আনুমানিক বারোটা জিএমটি সময়ে যানটিকেই দুর্ঘটনার স্থান থেকে সরিয়ে ফেলা হয়েছিল
10922591331535323939.wav	"""এটা বিদায় হতে যাচ্ছে না। এটা কেবল এক অধ্যায়ের শেষ এবং আরেক অধ্যায়ের শুরু।""	এটা বিদায় হতে যাচ্ছে না এটা কেবল এক অধ্যায়ের শেষ এবং আরেক অধ্যায়ের শুরু
10941527032623327894.wav	রসবি সংখ্যা যত ছোট হবে চৌম্বকীয় বিপরীতমুখীতার সাপেক্ষে নক্ষত্রটি তত কম সক্রিয় হবে	রসবি সংখ্যা যত ছোট হবে চৌম্বকীয় বিপরীতমুখতার সাপেক্ষে নক্ষত্রটি তত কম সক্রিয় হবে
10942707505200688863.wav	"প্রধানমন্ত্রীর সাথে সাখ্যাৎকালে লেটন কনজারভেটিভ পার্টির পরিবেশ বিলের "পুঙ্খানুপুঙ্খ ও সম্পূর্ণ পুনর্লিখন" করার জন্য কনজারভেটিভ পরিবেশ বিলে পরিবর্তন করার জন্য বলেছিলেন।	প্রধানমন্ত্রীর সাথে সাক্ষাৎকালে লেটন কনজারভেটিভ পার্টির পরিবেশ বিলের পঙ্খানুপঙ্খ ও সম্পূর্ণ পুনলিখন করার জন্য কনজারভেটিভ পরিবেশ বিলে পরিবর্তন করার জন্য বলেছিলেন
10955797466659817579.wav	মস্তিষ্কের গঠন এবং আচরণের মধ্যে পারস্পরিক সম্পর্ক বিজ্ঞানীদের গবেষণাকে সমর্থন করে	মস্তিষ্কের গঠন এবং আচরণের মধ্যে পারস্পরিক সম্পর্ক বিজ্ঞানীদের গবেষণাকে সমর্থন করে
1095849750393881001.wav	এটি দক্ষিণ আফ্রিকার প্রধান আকর্ষণগুলোর একটি এবং একে দক্ষিণ আফ্রিকার জাতীয় উদ্যানসমূহের স্যানপার্কস প্রধান বলে ধরা হয়।	এটি দক্ষিণ আফ্রিকার প্রধান আকর্ষণগুলোর একটি এবং একে দক্ষিণ আফ্রিকার জাতীয় উদ্যানসমূহের স্যানপার্টস প্রধান বলে ধরা হয়
10961778412232679385.wav	প্লিটভাইস লেক-এর মতো উদ্যানটিতে মূলত বিচ স্প্রস এবং ফার গাছের ঘন বন রয়েছে এবং এতে আলপাইন ও ভূমধ্যসাগরীয় উদ্ভিদের একটি সংমিশ্রণ রয়েছে	প্লিটভাইসলেক এর মতো উদ্যানটিতে মূলত বীচ স্প্রস এবং ফারগাসের ঘন বোন রয়েছে এবং এতে আলপাইন ও ভূমধ্যসাগরীয় উদ্ভিদের একটি সংমিশ্রণ রয়েছে
10978881189664571174.wav	এটি aurora borealis দেখার জন্য একটি ভাল সুযোগ প্রদান করে যেহেতু সময়ের সাথে আকাশ অল্প-বেশি অন্ধকার হয়ে থাকবে	এটি অরোরা বোরেলিস দেখার জন্য একটি ভাল সুযোগ প্রদান করে যেহেতু সময়ের সাথে আকাশ অল্প বেশি অন্ধকার হয়ে থাকবে
10984227134519454759.wav	"সবকিছু বিবেচনা করলে আমাদের অবাক হওয়া উচিত নয় যদি আমাদের পূর্বপুরুষরা সেইভাবেই তাদের "প্রোটিন সমস্যা" কে সমাধান করতেন ঠিক যেভাবে এখন সাভানা অঞ্চলে শিমপাঞ্জীরা করে থাকে। 	সবকিছু বিবেচনা করলে আমাদের অবাক হওয়া উচিত নয় যদি আমাদের পূর্বপুরুষরা সেইভাবে তাদের প্রোটিন সমস্যাকে সমাধান করতেন ঠিক যেভাবে এখন সাভানা অঞ্চলে শিম্পাঞ্জিরা করে থাকে
1102768924675482475.wav	যুদ্ধ শষ হওয়ার দুবছরের মধ্যে পুরনো সহযোগীরা হয়ে গিয়েছিল প্রতিপক্ষ এবং ঠাণ্ডা যুদ্ধের সূচনা হয়েছিল	যুদ্ধ শেষ হওয়ার দু বছরের মধ্যে পুরনো সহযোগীরা হয়ে গিয়েছিল প্রতিপক্ষ এবং ঠান্ডা যুদ্ধের সূচনা হয়েছিল
