clip_id	reference	hypothesis
10411016628242228511.wav	the city is also the base to climb the nyiragongo volcano along with some of the cheapest mountain gorilla tracking in africa	The city is also the base to climb the NaNiraigango Volcano along with some of the cheapest mountain goerrilla trafficking in Africa.
1042003289011443756.wav	the internet combines elements of both mass and interpersonal communication	The Internet combines elements of both mass and interpersonal communication
1043394666292127188.wav	these theories look at what it is about certain people that make them want the things that they do and what things in their environment will make them do or not do certain things	These thingsies look at what it is about certain people that make them want the things that they do, and what things in their environment will make them do or not do certain things.
1045619486290403122.wav	for example the most common still image photography format in the world is 35mm which was the dominant film size at the close of the analog film era	For example, the most common still image photography format in the world is thirty five millimetre, which was the dominant film size at the close of the analog film era.
1046653381869710616.wav	the term safari in popular use refers to overland travel to view the stunning african wildlife particularly on savanna	The term safari in popular leave refers to overland travel to view the sunning African wildlife, particularly on savannah.
10471564175308895403.wav	but there are a lot of things about birds that still look like a dinosaur	But there are a lot of things about those that they look like a dinosaur.
10481451226514948764.wav	women it is recommended that any women travellers say that they are married regardless of actual marital status	Women is recommended that any women travelers say that they are married regardless of actual marital status
10492135991603561867.wav	in some areas boiling water for a minute is enough in others several minutes are needed	In some areas, boiling water for a minute is enough and other several minutes are needed
10492761258488775721.wav	anyone who's going to drive at high latitudes or over mountain passes should consider the possibility of snow ice or freezing temperatures	Anyone whos going to drive at hot latitudes or over mountain passes to consider the possibility of snow, ice or freezing temperatures
10536763405165824117.wav	as a result two fish species have become extinct and two others have become endangered including the humpback chub	As a result, two fish species have become extinct, and two others have become endangered, including the hump back
1054805305879816018.wav	it was ruled by the vichy french these were french people who had made peace with the germans in 1940 and worked with the invaders instead of fighting them	It was ruled by the Vicki French, The were French people who had made peace with the Germans in nineteen forty and worked with the invaders instead of fighting them.
10550734868852131138.wav	on 15 august 1940 the allies invaded southern france the invasion was called operation dragoon	On August fifteenth, nineteen forty, the Allies invaded southern France and the invasion was called Operation Dragoon
10614481583312370701.wav	alloys are basically a mixture of two or more metals don't forget that there are many elements on the periodic table	Alloys are basically a mixture of two or more metals, don't forget there are many elements on the purri table
10622204403793540766.wav	for example each year students from bennet school in north carolina design a website about their trip to the state capital each year the website gets remodeled but old versions are kept online to serve as a scrapbook	For example, each year students from Bennett' School in North Carolina designsign a website about their trip to the State capitalit each year the website gets remodeled, but old versions are kept online to serve as a scrapbo.
10731896540541531669.wav	his work is of such recognized quality and detail that he is one of the very few household names among philatelists some specialize in collecting his work alone	His work is of such recognized quality and detail that he is one of the very few household names among Pilatelists. Some specialize in collecting his work alone.
10751756685109361684.wav	danielle lantagne a un expert on the disease stated the outbreak was likely caused by the peacekeepers	Daniel Lantigy, a UN expert on the disease, stated that outbreak was likely caused by the peacekeepers
10768814098664478369.wav	the other nominations include best picture director cinematography costume design film-editing original score production design sound editing sound mixing and original screenplay	The other nominations include B Picture, director cinematography, costume design, film editing, original score, production design, sound editing, sound mi mixing, and original screenplay.
10849792007407044602.wav	virtual teams are held to the same standards of excellence as conventional teams but there are subtle differences	Ritual teams are held to dis samein stand end with excellence as conditionventional teams, but there are subtle differences
10861831846737909528.wav	in the north the region is bounded by the sahel and in the south and west by the atlantic ocean	In the north, the region is bounded by the Sahel and in the south and west by the Atlantic Ocean
10894616243452123700.wav	a well rounded athlete the tiger can climb though not well swim leap great distances and pull with five times the force of a strong human	A well rounded athlete, the tiger can climb, though not well, swim, leap great distances and pull with five times the force of a strong hand
10899527843662463911.wav	he was subsequently relocated to addenbrooke's hospital in cambridge	He was subsequently relocated to Adenbrook's Hospital in Cambridge
10903101168349732260.wav	the pyramid sound and light show is one of the most interesting things in the area for kids	The Pyramid Salent and lightLight show is one of the most interesting thingsme in the area for kids
10933070083389897676.wav	due to the underwater topology the return flow is concentrated at a few deeper sections and a fast current to deep water may form there	Due to the underwater topology, the floow is concentrated at a few deeper sections and a fast current to deepwater melo
10937407360976471523.wav	the crash occurred high up in mountainous terrain and is believed to have been the result of hostile fire	The crash occurred high up in mountainous terrain and is believed to have been the result of hostile fire
10938576782105608041.wav	blogs can also help improve student writing while students often begin their blog experience with sloppy grammar and spelling the presence of an audience generally changes that	Blogs can also help improve student writing, whilehile students often begin their bg experiences with slopy grammar and spelling, the presence of an audience generally changees s
10969774925516121312.wav	this is an important way to distinguish between some verbs and objects	This is an important way to distinguish between some verbs and objects
11060294228176938598.wav	as a result two fish species have become extinct and two others have become endangered including the humpback chub	As a result, two fish species have become extinct and two others have become endangered, including the humpback chub
1107772981946748169.wav	but there are a lot of things about birds that still look like a dinosaur	But there are a lot of things about birds that still look like a dinosaur
1111475259790805601.wav	oliver sacks in his paper the president's speech indicated how people who are unable to understand speech because of brain damage are nevertheless able to assess sincerity accurately	Oliver Sachs in his paper the President's speech indicated how people who are unable to understand speech because of brain damage are nevertheless able to assess sincerity accurately
11147918080606585533.wav	goats seem to have been first domesticated roughly 10,000 years ago in the zagros mountains of iran	Gohoats seem to have been first domesticated roughly ten thousand years ago in the Zagros mountains of Iran
1116140877447157610.wav	travellers are strongly advised to be aware of any risk of severe weather affecting their area as they may affect any travel plans	Travelers are strongly advised to be aware of any risk of severe weather affecting their area that can affect any travel plans
1116401173651214130.wav	during this period of european history the catholic church which had become rich and powerful came under scrutiny	During this period of European history, the Catholic Church, which had become rich and powerful, came under scrutiny.
11200231708585274851.wav	as knowledge of greek declined the west found itself cut off from its greek philosophical and scientific roots	As knowledge of Greek declined, the West found itself cut off from its Greek, philosophical and scientific roots.
11260391063812418810.wav	last week meti announced that apple had informed it of 34 additional overheating incidents which the company called non-serious	Last week, Meti announced that Apple had informed it of thirty four additional overheating incidents, which the company called non serious.
11265842188315045636.wav	vatican city's population is around 800 it is the smallest independent country in the world and the country with the lowest population	Van city population is around a hundred, it is the small inpended country in the world and the population
11318597463051480163.wav	mrs kirchner announced her intention to run for president at the argentine theatre the same location she used to start her 2005 campaign for the senate as member of the buenos aires province delegation	Mrs Kirchener announced her intention to run for President at the Argentine Theatre, the same location she used to start her two thousand five campaign for the Senate as member of the Buenos Aires province delegation.
11374239868879585530.wav	the hot chocolate is up to belgian standards fruit juices are pricey but excellent	The hot chocolate is up to Belgian standards free juices are priceicy but excellent
11426556553252626005.wav	the harbor was the site of an infamous naval standoff in 1889 when seven ships from germany the us and britain refused to leave the harbor	The harbor was the site of an infamous naval stand off in eighteen eighty nine, when seven ships from Germany, the US, and Britain refused to leave the harbor.
11459777646810052940.wav	built by the egyptians in the third century bce the great pyramid is one of many large pyramid structures built to honor dead pharaoh	Built by the Egyptians in the third century VCE, the Great pyramid is one of many large pyramid structures built to honor dead Phaaoh
1146643745158029931.wav	a civilization is a singular culture shared by a significant large group of people who live and work co-operatively a society	A civilization is a singular culture shared by a significant large group of people who live and work cooperatively, a society.
11483786862560523973.wav	to the north and within easy reach is the romantic and fascinating town of sintra and which was made famous to foreigners after a glowing account of its splendours recorded by lord byron	To the north and within easy reach is the romantic and fascinating town of Centtrara, in which was made famous to foreigners after a growing account of itsmers recorded by Lord Bryan.
11497310594035767755.wav	lion prides act much like packs of wolves or dogs animals surprisingly similar to lions but not other big cats in behavior and also very deadly to their prey	Lion cts act much like packs of wolves or dogs. Animals are surprisingly similar to lions but not other big cats in behavior, and also very deadly to their prey
11504385604540375365.wav	scientists hope to understand how planets form especially how the earth formed since comets collided with the earth long ago	Scientists help to understand how planets form, especially how the Earth forms since comets collided with the Earth long ago
11525263464519603482.wav	most modern research telescopes are enormous facilities in remote areas with favorable atmospheric conditions	Most modern research telescopes are enormous facilities in remote areas with favorable atmospheric conditions
1153104690713813269.wav	if you have watched the movie national treasure you may think a treasure map was written on the back of the declaration of independence	If you have watched the movie National Treasure, you may think a treasure map was written on the back of the Declaration of Independence
11536232800365538941.wav	the sundarbans are the largest littoral mangrove belt in the world stretching 80 km 50 mi into the bangladeshi and indian hinterland from the coast	The Sundarbins are the largest litoral mangrove belt in the world stretching eighty kilometers fifty miles into the Bangladeshi and Indian hinterland from the coast
11554335886429174193.wav	generally speaking two behaviors can emerge as managers begin to lead their former peers. one end of the spectrum is trying to remain  one of the guys” or gals	Generally speaking, two behaviors can emerge as managers begin to lead their former peers, one end of the spectrum is trying to remain one of the guys, or gals
11559094331412401332.wav	hydrogen ions are protons that had their electrons stripped off them since hydrogen atoms consist of one proton and one electron	Hyitrogen ions are protons that have their electrons stripped off them, since hitrogen atoms consist of one proton and one electron.
11593450817032542587.wav	the sundarbans are the largest littoral mangrove belt in the world stretching 80 km 50 mi into the bangladeshi and indian hinterland from the coast	The Sundarbins are the largest litoral mangrove bellt in the world stretching eighty kilometers fifty miles into the Bangladeshi and Indian hinterland from the coast.
11596505942268625598.wav	throughout 1960s brzezinski worked for john f kennedy as his advisor and then the lyndon b johnson administration	Throughout nineteen sixties, Razinski worked for John F. Kmnity as his advisor in the the Lyndon B. Johnson administration
11617272550749387741.wav	cuomo 53 began his governorship earlier this year and signed a bill last month legalizing same-sex marriage	Cuomo fifty three began his governorship earlier this year and signed a bill last month legalizing same sex marriage
11665346626937246597.wav	television reports show white smoke coming from the plant	Television reports show white smoke coming from the plant.
11668734600035674277.wav	the ruling party south west africa people's organisation swapo also retained a majority in the parliamentary elections	The ruling party South West Africa People's Organization also retained a majority in the parliamentary elections.
11670188897888947692.wav	nothing can be seen other than the clear beautiful sky above and the many surrounding mountains very little of this world can be seen or heard from inside the cave	Nothing can be seen other than the clear, beautiful sky above and the many surrounding mountains, veryery little of this world can be seen or heard from inside the cave
11705046490861852963.wav	first most riders wear riding boots with a heel and a smooth quite narrow sole	First, most riders wear in riting boots but they heel on a smooth, quite narrow sole
11766033532714442721.wav	since 1966 the sundarbans have been a wildlife sanctuary and it is estimated that there are now 400 royal bengal tigers and about 30,000 spotted deer in the area	Since nineteen sixty six the San Darbans have been a wild life sanctuary, and it is estimated there are now four hundred royal Bengal tigers and about thirty thousand spotted deer in the area.
11781376959217630586.wav	the plitvice lakes national park is heavily forested mainly with beech spruce and fir trees and features a mixture of alpine and mediterranean vegetation	The Plydweis Lakes National Park is heavily forested, mainly with beech, spruce and fir trees, and features a mixture of alpine and Mediterranean vegetation.
11820398005906165915.wav	also after the revolution occupations were open to all male applicants allowing the most ambitious and successful to succeed	Also after the Revolution occupations were open small male applicants, allowing the most ambitious and successful to succeed
11827077161070295147.wav	the scenes are displayed on the pyramids and the different pyramids are lit up	The scenes are displayed on the pyramid and the different pyramids are lit up.
11853072634976133891.wav	these couples may choose to make an adoption plan for their baby	These couples may choose to make an adoption plan for their baby
11880309600276730497.wav	similarly by having a schengen visa you do not need to apply for visas to each of the schengen member countries separately hence saving time money and paperwork	Similarly, by having a Schgeen visa you do not need to apply c visas to each of the Schgeen member countries separately, hence saving time, money and paperwork.
11966709226632417907.wav	everything in the universe is made of matter all matter is made of tiny particles called atoms	Everything in the universe is made of matter, all matter is made of tiny particles called atoms
11974497390699501411.wav	the find also grants insight into the evolution of feathers in birds	The find also grants insight into the evolution of feathers and birds
11987168412167267165.wav	the moisture on your hands will react with the outer layers which will feel funny and form a sort of shell	The moisture on your hands will react with the aer layers, which will feel funny, and form a sort of shell
12018418318980824126.wav	this is called a chemical's ph you can make an indicator using red cabbage juice	This is called a cheymicals pH, you can make an indicator using red cabbage juice
12156117084384995618.wav	only mutations in germ-line cells can be passed on to children while mutations elsewhere can cause cell-death or cancer	Only mutations in germline cells can be passed on to children, while mutations elsewhere can cause cell death or cancer.
12164368102080603077.wav	the governor's office said nineteen of the injured were police officers	The Governor's office said nineteen of the injured were police officers
1218355507714944126.wav	in its early days the show was featured solely at the long-running internet radio site toginet radio a site focused on talk radio	In its early days the show was featured solely at the long running Internet radio site, Toky Net Radio, a site focused on talk radio.
12190760535244332971.wav	the giza plateau or giza necropolis in the egyptian valley of the dead contains several pyramids of which the great pyramid is the largest several small tombs several temples and the great sphinx	The Giza plateau or Gizon necropolis in the Egyptian valley of the dead contains several pyramids, of which the Great Pyramid is the largest, several tombs, several temples, and the great sphinx.
12200368278244671662.wav	these couples may choose to make an adoption plan for their baby	These couples may choose to make an adoption plan for their baby.
12230326991067783666.wav	usa gymnastics and the usoc have the same goal making the sport of gymnastics and others as safe as possible for athletes to follow their dreams in a safe positive and empowered environment	USA Gymnastics and the USC have the same goal, making the sport of gymnastics and others as safe as possible for athletes to follow their dreams in a safe, positive and empowered environment
12239464249642485259.wav	ms is a disease that affects the central nervous system which is made up of the brain the spinal cord and the optic nerve	The mast is said disus as a pho central nervous system, which is made up of the brain, spinal cord, and the opctive nery.
12316410148883063626.wav	sharing a field trip virtually is also a great way to reflect a on a trip and share experiences with future classes	Sharing a field trip virtually is also a great way to reflect army trip and share experiences with future classes.
12356293452530186109.wav	everyone participates in society and uses transportation systems almost everyone complains about transportation systems	Everyone participates in society and uses transportation systems. Almost everyone complains about transportation systems
12381237049043414166.wav	muhammad was deeply interested in matters beyond this mundane life. he used to frequent a cave that became known as  hira‘” on the mountain of  noor” light for contemplation	Mhammaed was deeply interested in matters beyond this mundane life, He used to frequent a cave that became known as Hira on the Mountain of Nor lightight for contemplation.
12382404601461539160.wav	on some routes the larger companies have their own planes but for other routes and smaller firms there was a problem	On some routes, the larger companies have their own planes, but for other routes and smaller firms there was a problem.
1242235796224521830.wav	the parade of buildings that make the hong kong skyline has been likened to a glittering bar chart that is made apparent by the presence of the waters of victoria harbour	The parade of buildings that make the Hong Kong skyline has been likeed into a glittering bar chart that is made apparent by the presence of the waters of Victoria Harbor.
12442340605801616197.wav	the aspect ratio of this format dividing by twelve to obtain the simplest whole-number ratio is therefore said to be 3:2	The aspect ratio of this format, dividing by twelve to obtain the simplest whole number ratio, is therefore said to be three to two
12462354014280856258.wav	the age where the events took place is commonly referred as the high middle ages the period of european history in the 11th 12th and 13th centuries ad 1000–1300	The age where the events took place is commonly referred as the High Middle Ages, the period of European history in the eleventh, twelfth and thirteenth centuries, ADD a hundred or one thousand to thirteen hundred.
12517884865939916901.wav	it states that the most effective place for the main subject is at the intersection of lines dividing the image into thirds vertically and horizontally see example	It states that the most effective place for the main subject is at the intersection of lines dividing the image into vertically and horizontally. See Exle
125194026787628519.wav	cuomo 53 began his governorship earlier this year and signed a bill last month legalizing same-sex marriage	Kiomo, fifty three, began his governorship earlier this year and signed a bill last month legalizing same sex marriage
12519810849995407480.wav	it may also be beneficial for one to buy a wild card which provides entry to either selections of parks in south africa or all of the south african national parks	It may also be beneficial for one to buy a wildcard, which provides entry to either selections of parks in South Africa or all of the South African national parks
12570605547501325774.wav	the same month saw another airliner overrun a runway at mashhad and strike a wall killing seventeen	The same month saw another airliner overrun a runway at Michad and strikele wall, killing seventyen.
12596201646041937807.wav	the find also grants insight into the evolution of feathers in birds	The find also grants insight into the evolution of feathers in birds
12596571867015231445.wav	mosasaurus was the apex predator of its time so it feared nothing except other mosasaurs	Masoceras was the apex predator of its time so it feared nothing except other Mososras
1261572251451962704.wav	six hostages including the children and elderly were released early as were the filipino photographers	Six hostages, including the children elderly, were released early, as were the Filipino photographers
12618421744672029626.wav	beyond wednesday's event carpanedo competed in two individual races at the championships	Beyond Wednesday's event, Carponado competed in two individual races at the championships
