clip_id	reference	hypothesis
10492761258488775721.wav	anyone who's going to drive at high latitudes or over mountain passes should consider the possibility of snow ice or freezing temperatures	anyone whos going to drive at hat light a todes or over mutton passes to consider the possibility of snow ice or freezing temperatures
10536763405165824117.wav	as a result two fish species have become extinct and two others have become endangered including the humpback chub	as a result two fish species have become extinct and two others have become endanger including the home back shub
1054805305879816018.wav	it was ruled by the vichy french these were french people who had made peace with the germans in 1940 and worked with the invaders instead of fighting them	it was ruled by the viki french these were french people who had made peace with the germans in nineteen forty and workpathy invaders instead of fighting them
10550734868852131138.wav	on 15 august 1940 the allies invaded southern france the invasion was called operation dragoon	on august fifteen nineteen forty the allies invaded southern france and the invision was called operation dragoon
10614481583312370701.wav	alloys are basically a mixture of two or more metals don't forget that there are many elements on the periodic table	i always are basically a mixture of two or more meadows dont forget there are many elements on the piority
10622204403793540766.wav	for example each year students from bennet school in north carolina design a website about their trip to the state capital each year the website gets remodeled but old versions are kept online to serve as a scrapbook	for example each year students from bennet school in north carolina to zigna website about their trips of state capital each year the website gets remodelled but old versions are kept on line to service a scrapbook
10731896540541531669.wav	his work is of such recognized quality and detail that he is one of the very few household names among philatelists some specialize in collecting his work alone	his work is a such recognized quality in detail that he is one of the very few household names among philotelis some specialized inclining his work alone
10751756685109361684.wav	danielle lantagne a un expert on the disease stated the outbreak was likely caused by the peacekeepers	faniel vantagie a u n expert on the disease dated that appric was likely caused by the peacekeepers
10768814098664478369.wav	the other nominations include best picture director cinematography costume design film-editing original score production design sound editing sound mixing and original screenplay	the other nominations include best picture directors and mithography custom desi film editing original score performan desigh south edding sound mis mixing an original screenplay
10849792007407044602.wav	virtual teams are held to the same standards of excellence as conventional teams but there are subtle differences	viritual teams are held to the same standard of excellence as conventional teams but there are subtle differences
10861831846737909528.wav	in the north the region is bounded by the sahel and in the south and west by the atlantic ocean	in the north the region is bounded by the salhell and in the south and west by the atanic ocean
10894616243452123700.wav	a well rounded athlete the tiger can climb though not well swim leap great distances and pull with five times the force of a strong human	a well rounded athlete the tiger can climb though not well swim leap great distances and pulled with five times the force of a strong human
10899527843662463911.wav	he was subsequently relocated to addenbrooke's hospital in cambridge	he was subsequently relocated to adambrox hospital in cambridge
10903101168349732260.wav	the pyramid sound and light show is one of the most interesting things in the area for kids	the pyramid sound and light show is one the most interesting things in the area of kids
10933070083389897676.wav	due to the underwater topology the return flow is concentrated at a few deeper sections and a fast current to deep water may form there	due to the underwater topology the returnflow is concentrated at a few deeper sections in a fast current to deep water may form there
10937407360976471523.wav	the crash occurred high up in mountainous terrain and is believed to have been the result of hostile fire	the crash occurred it high up a mountainous terrain and is believed to have been the result of hostile fire
10938576782105608041.wav	blogs can also help improve student writing while students often begin their blog experience with sloppy grammar and spelling the presence of an audience generally changes that	blocks can also hope improve student writing while students often begin their block experience with sloppy garment and spelling the presence of an audience generally changes at
10969774925516121312.wav	this is an important way to distinguish between some verbs and objects	this is an important way to distinguish between some verbs and objects
11060294228176938598.wav	as a result two fish species have become extinct and two others have become endangered including the humpback chub	as a result two fish species have become exceed and two others have become endangered including the hump back chub
1107772981946748169.wav	but there are a lot of things about birds that still look like a dinosaur	but there are live things about birds that still looked like a final sword
1111475259790805601.wav	oliver sacks in his paper the president's speech indicated how people who are unable to understand speech because of brain damage are nevertheless able to assess sincerity accurately	oliver sax and his paper the president speech indicated how people who are unable to understand speech because of brain damage are nevertheless able to assess sincerity accurrededly
11147918080606585533.wav	goats seem to have been first domesticated roughly 10,000 years ago in the zagros mountains of iran	goods seemed to have been first domesticated roughly ten thousand years ago in the zugaros mountains of eran
1116140877447157610.wav	travellers are strongly advised to be aware of any risk of severe weather affecting their area as they may affect any travel plans	travelers are strongly advised to be aware of any risk of severe weather affecting their area as there may affect any travel plans
1116401173651214130.wav	during this period of european history the catholic church which had become rich and powerful came under scrutiny	during this period of european history the catholic church which had become rich and powerful came under scrutiny
11200231708585274851.wav	as knowledge of greek declined the west found itself cut off from its greek philosophical and scientific roots	as knowledge of greek decline the west found itself cut off from its greek philosophical and scientific roots
11260391063812418810.wav	last week meti announced that apple had informed it of 34 additional overheating incidents which the company called non-serious	last week meddy announced that apple had informed it of thirty four additional overheading incidents which the company called nonserious
11265842188315045636.wav	vatican city's population is around 800 it is the smallest independent country in the world and the country with the lowest population	vadick in city population is around eight hundred this a smallest independent country in the world and the population
11318597463051480163.wav	mrs kirchner announced her intention to run for president at the argentine theatre the same location she used to start her 2005 campaign for the senate as member of the buenos aires province delegation	missus kirchoner announced her intention to run for present at the argentine feet her same location she used to start her two thousand five campaign for the senate as member of the buenos ares provinced delegation
11374239868879585530.wav	the hot chocolate is up to belgian standards fruit juices are pricey but excellent	the hot chocolate is up to belgian standards free chuses or pricy but excellent
11426556553252626005.wav	the harbor was the site of an infamous naval standoff in 1889 when seven ships from germany the us and britain refused to leave the harbor	the harbor was to sight of an infamous naval stand off in eighteen eighty nine when seven ships from germany the u s and britain refused to leave the harbor
11459777646810052940.wav	built by the egyptians in the third century bce the great pyramid is one of many large pyramid structures built to honor dead pharaoh	built by the egyptians in the third century b c e the great pyramid is one of many large pyramid structures built to honor dead farau
1146643745158029931.wav	a civilization is a singular culture shared by a significant large group of people who live and work co-operatively a society	a civilization is a singular culture shared by a significant large group of people who live and worked cooperatively a society
11483786862560523973.wav	to the north and within easy reach is the romantic and fascinating town of sintra and which was made famous to foreigners after a glowing account of its splendours recorded by lord byron	to the north and within easy reach as the romantic and fascinating town of centra and which was made famous to foreigners after a glowing account of its splenders recorded by lord brian
11497310594035767755.wav	lion prides act much like packs of wolves or dogs animals surprisingly similar to lions but not other big cats in behavior and also very deadly to their prey	lion prides act much like packs of wolves or dogs animals surprisingly similar to lions but not other big cats in behaviour and also very deadly to their pry
11504385604540375365.wav	scientists hope to understand how planets form especially how the earth formed since comets collided with the earth long ago	sciences hoped to understand how planets form especially how the earth forms since commits collided with the earth long ago
11525263464519603482.wav	most modern research telescopes are enormous facilities in remote areas with favorable atmospheric conditions	most modern research tellscopes are enormous facilities in romote areas with favourable atmospheric conditions
1153104690713813269.wav	if you have watched the movie national treasure you may think a treasure map was written on the back of the declaration of independence	if you watched the movie national treasure you may think a treasure map was written on the back of the declaration of independence
11536232800365538941.wav	the sundarbans are the largest littoral mangrove belt in the world stretching 80 km 50 mi into the bangladeshi and indian hinterland from the coast	the sun darbins are the largest litoral mangrow bell in the world dredging eighty kilometres fifty miles into the bangladeshi and indian hinterland from the coast
11554335886429174193.wav	generally speaking two behaviors can emerge as managers begin to lead their former peers. one end of the spectrum is trying to remain  one of the guys” or gals	generally speaking two behaviours can emerge as managers begin to lead their former peers one end of the spectrum is trying to remain one of the guise or gows
11559094331412401332.wav	hydrogen ions are protons that had their electrons stripped off them since hydrogen atoms consist of one proton and one electron	hydrogen ihands are protons that had their electrons stripped off them since hydrogen anims consists of one proton and one electron
11593450817032542587.wav	the sundarbans are the largest littoral mangrove belt in the world stretching 80 km 50 mi into the bangladeshi and indian hinterland from the coast	the sun darbins are the largest litoral mangrove bell in the world stretching eighty kilometres fifty miles into the vangladeshi and in indian hinterland from the coast
11596505942268625598.wav	throughout 1960s brzezinski worked for john f kennedy as his advisor and then the lyndon b johnson administration	throughout nineteen sixties were zinsky worked for john of kennedy as advisor in the now linden b johns and administration
11617272550749387741.wav	cuomo 53 began his governorship earlier this year and signed a bill last month legalizing same-sex marriage	qomo fifty three began his governorship earlier this year and signed a bill last month legalising same sex marriage
11665346626937246597.wav	television reports show white smoke coming from the plant	television reports show white smoke coming from the planet
11668734600035674277.wav	the ruling party south west africa people's organisation swapo also retained a majority in the parliamentary elections	ruling party southwest africa pupils organization also retain a majority in the parliamentary elections
11670188897888947692.wav	nothing can be seen other than the clear beautiful sky above and the many surrounding mountains very little of this world can be seen or heard from inside the cave	nothing can be seen other than the clear beautiful sky above and the many surrounding mountains very little of the sword can be seen or heard from inside the cave
11705046490861852963.wav	first most riders wear riding boots with a heel and a smooth quite narrow sole	first most riders wearing riding boots with a heel and a smooth quite narrow soul
11766033532714442721.wav	since 1966 the sundarbans have been a wildlife sanctuary and it is estimated that there are now 400 royal bengal tigers and about 30,000 spotted deer in the area	since nineteen sixty six the sun dar buns have been a wild life sanctuary and is essimate there are now four hundred royal bangel tigers and about thirty thousand spotted deer in the area
11781376959217630586.wav	the plitvice lakes national park is heavily forested mainly with beech spruce and fir trees and features a mixture of alpine and mediterranean vegetation	the plidvice lakes national park is heavily forested mainly with beech spruce infer trees in features a mixture of alpine and mediterranean vegetation
11820398005906165915.wav	also after the revolution occupations were open to all male applicants allowing the most ambitious and successful to succeed	also after the revolution occupations were opens formul applicants allowing the most ambitious and successful to we succeed
11827077161070295147.wav	the scenes are displayed on the pyramids and the different pyramids are lit up	the scenes are displayed on the pyramids and the different pyramids are let up
11853072634976133891.wav	these couples may choose to make an adoption plan for their baby	these couples may choose to make an adoption plan for their baby
11880309600276730497.wav	similarly by having a schengen visa you do not need to apply for visas to each of the schengen member countries separately hence saving time money and paperwork	similarly by having a shigan visa you do not eat to apply privises to each of the shigen member country separately hence saving time money and paper work
11966709226632417907.wav	everything in the universe is made of matter all matter is made of tiny particles called atoms	everything in the universe is made of matter all matter is made of tiny particles called adams
11974497390699501411.wav	the find also grants insight into the evolution of feathers in birds	the find also creats incident into the evolution of feathers and birds
11987168412167267165.wav	the moisture on your hands will react with the outer layers which will feel funny and form a sort of shell	the moisture on your hands will react with the arrow layers will sh will feel funny and form a sort of shell
12018418318980824126.wav	this is called a chemical's ph you can make an indicator using red cabbage juice	this is called a chemicals ph you can make an indicate using red cabbage juice
12156117084384995618.wav	only mutations in germ-line cells can be passed on to children while mutations elsewhere can cause cell-death or cancer	only mutations and germine selves can be passed on the children while mutations elsewhere can cause sell death or cancer
12164368102080603077.wav	the governor's office said nineteen of the injured were police officers	the governors office said nineteen of the injured were police officers
1218355507714944126.wav	in its early days the show was featured solely at the long-running internet radio site toginet radio a site focused on talk radio	in its early days the show was featured soly at the long running internet radio sight talking at radio a site focus on top radio
12190760535244332971.wav	the giza plateau or giza necropolis in the egyptian valley of the dead contains several pyramids of which the great pyramid is the largest several small tombs several temples and the great sphinx	the gizza plateau or gison necropolis in the egyptian valley of the dead contains several pyramids of which the great pyramid is the largest several tombs several temples in the great spinks
12200368278244671662.wav	these couples may choose to make an adoption plan for their baby	these couples may choose to make an adoption plane for their baby
12230326991067783666.wav	usa gymnastics and the usoc have the same goal making the sport of gymnastics and others as safe as possible for athletes to follow their dreams in a safe positive and empowered environment	usa gymnastics in the usoc have the same goal making the sport of gymnastics in others are safe as possible for athletes to follow their dreams in a safe positive and empowered environment
12239464249642485259.wav	ms is a disease that affects the central nervous system which is made up of the brain the spinal cord and the optic nerve	and mass is the disease thatifies a central nervous system which is made up of the brain the spinal court and the yuctic nerve
12316410148883063626.wav	sharing a field trip virtually is also a great way to reflect a on a trip and share experiences with future classes	sharing of field trip virtually is also a great way to reflect honey trip and sheer experiences with future classes
12356293452530186109.wav	everyone participates in society and uses transportation systems almost everyone complains about transportation systems	everyone participates in society and uses transportation systems almost everyone complains about transportation systems
12381237049043414166.wav	muhammad was deeply interested in matters beyond this mundane life. he used to frequent a cave that became known as  hira‘” on the mountain of  noor” light for contemplation	mohammed was deeply interested in matters beyond this mondaying life he used to frequent a cave that became known as hero on the mountain of nor light for contemplation
12382404601461539160.wav	on some routes the larger companies have their own planes but for other routes and smaller firms there was a problem	on some rounds the later companies have their own plains but for other rounds and smaller farms there was a problem
1242235796224521830.wav	the parade of buildings that make the hong kong skyline has been likened to a glittering bar chart that is made apparent by the presence of the waters of victoria harbour	the parade buildings that make the hong kong skyline has been likened to a glittering barchard that is made apparent by the presence of the waters of victoria harbour
12442340605801616197.wav	the aspect ratio of this format dividing by twelve to obtain the simplest whole-number ratio is therefore said to be 3:2	the aspect ratio of this format dividing by twelve to obtain the simplest whole number ratio is therefore said to be three to two
12462354014280856258.wav	the age where the events took place is commonly referred as the high middle ages the period of european history in the 11th 12th and 13th centuries ad 1000–1300	the age where the eventsook place is commonly referred as the high middle ages the period of european history in eleventh twelve in thirteenth centuries a d a hundred or one thousand to thirteen hundred
12517884865939916901.wav	it states that the most effective place for the main subject is at the intersection of lines dividing the image into thirds vertically and horizontally see example	it states that the most effective place for the main subject is at the intersection of lines divining the image into ferts vertically and horizontally see example
125194026787628519.wav	cuomo 53 began his governorship earlier this year and signed a bill last month legalizing same-sex marriage	qomo fifty three began to government govership irilated this year and signed a bill last month legalizing same sex marriage
12519810849995407480.wav	it may also be beneficial for one to buy a wild card which provides entry to either selections of parks in south africa or all of the south african national parks	it may also be beneficial for one to buy a wild card which provides entry to either selections of parks in south africa or all of the south african national parks
12570605547501325774.wav	the same month saw another airliner overrun a runway at mashhad and strike a wall killing seventeen	the same month saw another earliner over runner runway at machod and strikle wall killing seventeen
12596201646041937807.wav	the find also grants insight into the evolution of feathers in birds	the fine austo grants insight into the evolution of feathers and birds
12596571867015231445.wav	mosasaurus was the apex predator of its time so it feared nothing except other mosasaurs	massus serres was the apex predator of its time so a feared nothing except other mosus serris
1261572251451962704.wav	six hostages including the children and elderly were released early as were the filipino photographers	six hausages including the children elderly were released early as were the philippinal photographers
12618421744672029626.wav	beyond wednesday's event carpanedo competed in two individual races at the championships	beyond one casy bank carpenado competed in two individual races as championships
