clip_id	reference	hypothesis
10286327547505797785.wav	പുരുഷ സ്റ്റാൻഡിംഗ് സൂപ്പർ-ജിയിൽ ഓസ്‌ട്രേലിയയുടെ മിച്ചൽ ഗോർലി പതിനൊന്നാം സ്ഥാനത്തെത്തി പുരുഷന്മാരുടെ സിറ്റിംഗ് സൂപ്പർ-ജിയിൽ ചെക്ക് എതിരാളിയായ ഓൾഡ്രിക്ക് ജെലെനെക് പതിനാറാം സ്ഥാനത്തെത്തി	പുരുഷ സ്റ്റാൻഡിംഗ് സൂപ്പർ ജിയിൽ ഓസ്ട്രേലിയയുടെ മിച്ചൽ ഗോർലി പതിനൊന്നാം സ്ഥാനത്തെത്തി പുരുഷന്മാരുടെ സിറ്റിംഗ് സൂപ്പർ ജിയിൽ ചെക്ക് എതിരാളിയായ ഓൾഡ്രിഗ് ജെനലെക് പതിനാറാം സ്ഥാനത്തെത്തി
10301746721067784008.wav	6 ഇഞ്ചിൻ്റെ മഴ മുൻപ് കേടുവന്ന നദീതീരങ്ങളെ തകർക്കുമെന്ന് യുഎസ് കോർപ്‌സ് ഓഫ് എൻജിനീയർമാരുടെ കണക്കുകൾ പ്രസ്താവിക്കുന്നു	ആറ് ഇഞ്ചിൻ്റെ മഴ മുൻപ് കേടുവന്ന നദീതീരങ്ങളെ തകർക്കുമെന്ന് യുഎസ് സ്കോർപ്സ് ഓഫ് എഞ്ചിനീയർമാരുടെ കണക്കുകൾ പ്രസ്താവിക്കുന്നു
10304729476577525707.wav	റോസ്സ്ബി നമ്പർ എത്ര ചെറുതാണോ കാന്തിക പരിണാമം അനുസരിച്ചുള്ള നക്ഷത്രങ്ങളുടെ പ്രവർത്തനക്ഷമത അത്രയും കുറവായിരിക്കും	റോസ്ബി നമ്പർ എത്ര ചെറുതാണോ കാന്തിക പരിണാമം അനുസരിച്ചുള്ള നക്ഷത്രങ്ങളുടെ പ്രവർത്തനക്ഷമത അത്രയും കുറവായിരിക്കും
1032651056444018640.wav	ഒരു പരീക്ഷണവാക്‌സിന് എബോള മരണ നിരക്ക് കുറയ്ക്കാൻ കഴിയുമെന്ന് തോന്നുന്നുവെങ്കിലും ഇതുവരെ നിലവിലുള്ള അണുബാധ ചികിൽസിക്കാൻ സാധിക്കുമെന്ന് ഒരു മരുന്നും വ്യക്തമായി തെളിയിച്ചിട്ടില്ല	ഒരു പരീക്ഷണ വാക് സിന് എബോള മരണനിരക്ക് കുറയ്ക്കാൻ കഴിയുമെന്ന് തോന്നുന്നുവെങ്കിലും ഇതുവരെ നിലവിലുള്ള അണുബാധ ചികിത്സിക്കാൻ സാധിക്കുമെന്ന് ഒരു മരുന്നും വ്യക്തമായി തെളിയിച്ചിട്ടില്ല
10332530728981827248.wav	"കഴിഞ്ഞ ആഴ്ച അമിതമായി ചൂടാകുന്ന 34 സംഭവങ്ങളെക്കുറിച്ച് ആപ്പിൾ അറിയിച്ചതായി  എം ഇ റ്റി ഐ  അറിയിച്ചിരുന്നു അതിനെ കമ്പനി "ഗുരുതരമല്ലാത്തത്" എന്ന് വിളിച്ചു.	കഴിഞ്ഞ ആഴ്ച അമിതമായി ചൂടാകുന്ന മുപ്പത്തിനാല് സംഭവങ്ങളെക്കുറിച്ച് ആപ്പിൾ അറിയിച്ചതായി എംഇടിഐ അറിയിച്ചിരുന്നു അതിനെ കമ്പനി ഗുരുതരമല്ലാത്തത് എന്ന് വിളിച്ചു
10338662572792841686.wav	രണ്ട് സംയുക്തങ്ങൾ പ്രതിപ്രവർത്തിച്ച് വൃക്കകളുടെ പ്രവർത്തനത്തെ തടസ്സപ്പെടുത്തിയേക്കാവുന്ന ക്രിസ്റ്റലുകൾ ഉണ്ടാക്കുന്നതായി സർവകലാശാലയിലെ ഗവേഷകർ പറഞ്ഞു	രണ്ട് സംയുക്തങ്ങൾ പ്രതിപ്രവർത്തിച്ച് വൃക്കകളുടെ പ്രവർത്തനത്തെ തടസ്സപ്പെടുത്തിയേക്കാവുന്ന ക്രിസ്റ്റലുകൾ ഉണ്ടാക്കുന്നതായി സർവകലാശാലയിലെ ഗവേഷകർ പറഞ്ഞു
1037776221604106472.wav	മധ്യനിര ബാറ്റ്സ്മാൻമാരായ സച്ചിൻ ടെണ്ടുൽക്കർ രാഹുൽ ദ്രാവിഡ് എന്നിവർ മികച്ച പ്രകടനം കാഴ്ച്ചവയ്ക്കുകയും ആ കൂട്ടുകെട്ട് നൂറ് റൺസ് നേടുകയും ചെയ്തു	മധ്യനിര ബാറ്റ്സ്മാൻമാരായ സച്ചിൻ ടെൻഡുൽക്കർ രാഹുൽ ദ്രാവിഡ് എന്നിവർ മികച്ച പ്രകടനം കാഴ്ചവെക്കുകയും ആ കൂട്ടുകെട്ട് നൂറ് റൺസ് നേടുകയും ചെയ്തു
10414196122131217300.wav	ഗോമ താരതമ്യേന സുരക്ഷിതമായിരിക്കുമ്പോഴും ഗോമയ്ക്ക് പുറത്തുള്ള ഏത് സന്ദർശനവും പഠിക്കുകയും വടക്കൻ കിവു പ്രവിശ്യയിൽ നിലവിലുള്ള പ്രശ്നങ്ങൾ മനസ്സിലാക്കാൻ ശ്രമിക്കുകയും ചെയ്യും	ഗോമ താരതമ്യേന സുരക്ഷിതമായിരിക്കുമ്പോഴും ഗോമയ്ക്ക് പുറത്തുള്ള ഏത് സന്ദർശനവും പഠിക്കുകയും വടക്കൻ കിവു പ്രവിശ്യയിൽ നിലവിലുള്ള പ്രശ്നങ്ങൾ മനസ്സിലാക്കാൻ ശ്രമിക്കുകയും ചെയ്യും
10431361934425732068.wav	ഞായറാഴ്ച വൈകിട്ട്,പ്രസ് സെക്രട്ടറി വഴി അറിയിച്ച ഒരു പ്രസ്താവനയിൽ യുണൈറ്റഡ് സ്റ്റേറ്റ്സ് പ്രസിഡണ്ട് ഡൊണാൾഡ് ട്രംപ്,us സൈന്യം സിറിയ വിടുകയാണെന്ന് പ്രഖ്യാപിച്ചു	ഞായറാഴ്ച വൈകീട്ട് പ്രസ് സെക്രട്ടറി വഴി അറിയിച്ച ഒരു പ്രസ്താവനയിൽ യുണൈറ്റഡ് സ്റ്റേറ്റ്സ് പ്രസിഡന്റ് ഡൊണാൾഡ് ട്രംപ് യുഎസ് സൈന്യം സിറിയ വിടുകയാണെന്ന് പ്രഖ്യാപിച്ചു
10438874059424936747.wav	ഓർഗനൈസേഷനുകളെ ഉയർന്ന പ്രകടനത്തിലെത്താൻ സഹായിക്കുന്നതിന് ഉപയോഗിക്കുന്ന ഒരു രീതിയായി കോണ്ടിനെം സമീപനത്തെ എയ്ഞ്ചൽ 2006 വിശദീകരിക്കുന്നു	ഓർഗനൈസേഷനുകളെ ഉയർന്ന പ്രകടനത്തിലെത്താൻ സഹായിക്കുന്നതിന് ഉപയോഗിക്കുന്ന ഒരു രീതിയായി കോണ്ടിനെം സമീപനത്തെ ഏയ്ഞ്ചൽ രണ്ടായിരത്തി ആറ് വിശദീകരിക്കുന്നു
10439860146800584845.wav	മുതിർന്നവരും കുട്ടികളും ഉൾപ്പടെ ബന്ദിയാക്കപ്പെട്ട ആറ് പേരെ ആദ്യം മോചിപ്പിച്ചു ഫിലിപ്പിനോ ഫോട്ടോഗ്രാഫർമാരും	മുതിർന്നവരും കുട്ടികളും ഉൾപ്പെടെ ബന്ദിയാക്കപ്പെട്ട ആറ് പേരെ ആദ്യം മോചിപ്പിച്ചു ഫിലിപ്പിനോ ഫോട്ടോഗ്രാഫർമാരും
1046908094913825997.wav	1988 മുതൽ ബാലറ്റ് ബോക്സുകൾ സുതാര്യമാണ് അതിലൂടെ വോട്ടർമാർക്കും നിരീക്ഷകർക്കും വോട്ടെടുപ്പിൻ്റെ തുടക്കത്തിൽ ഒരു എൻവലപ്പുകളും ഇല്ലെന്നതും ശരിയായി എണ്ണിയിട്ടുള്ളതും അംഗീകൃതവുമായ വോട്ടർമാർക്കും ഒഴികെ എൻവലപ്പുകളൊന്നും ചേർത്തിട്ടില്ലെന്നതും കൃത്യമായി കാണാനും നിരീക്ഷിക്കാനും സാധിക്കും	ആയിരത്തി തൊള്ളായിരത്തി എൺപത്ത് എട്ട് മുതൽ ബാലറ്റ് ബോക്സുകൾ സുതാര്യമാണ് അതിലൂടെ വോട്ടർമാർക്കും നിരീക്ഷകർക്കും വോട്ടെടുപ്പിൻ്റെ തുടക്കത്തിൽ ഒരു എൻവലപ്പുകളും ഇല്ലെന്നതും ശരിയായി എണ്ണിയിട്ടുള്ളതും അംഗീകൃതവുമായ വോട്ടർമാർക്കും ഒഴികെ എൻവലപ്പുകളൊന്നും ചേർത്തിട്ടില്ലെന്നതും കൃത്യമായി കാണാനും നിരീക്ഷിക്കാനും സാധിക്കും
10470110976331890735.wav	സ്വാതന്ത്ര്യത്തിനായുള്ള മുന്നേറ്റത്തിൻ്റെ ഭാഗമായി മാവു മുന്നേറ്റത്തിൻ്റെ സമാധാനപരമായൊരു സമ്മേളനം നഗരത്തിൽ കൂടുകയും അതിൻ്റെ ഫലമായി പാരമൌണ്ട് തലവനായ താപുവ തംസേസ് ലീലോഫി iii വധിക്കപ്പെടുകയും ചെയ്തു	സ്വാതന്ത്ര്യത്തിനായുള്ള മുന്നേറ്റത്തിൻ്റെ ഭാഗമായി മാവൂ മുന്നേറ്റത്തിൻ്റെ സമാധാനപരമായൊരു സമ്മേളനം നഗരത്തിൽ കൂടുകയും അതിൻ്റെ ഫലമായി പാരമൗണ്ട് തലവനായ താബുവ താംസേസ് ലിലോഫി മൂന്ന് വധിക്കപ്പെടുകയും ചെയ്തു
10476191779820367554.wav	തെളിഞ്ഞതും മനോഹരവുമായ ആകാശവും ചുറ്റുമുള്ള ഒട്ടനവധി പർവതങ്ങളുമല്ലാതെ മറ്റൊന്നും കാണാനാകില്ല ഗുഹയുടെ അകത്തുനിന്ന് ഈ ലോകത്തിൻ്റെ വളരെ കുറച്ച് ഭാഗം മാത്രമേ കാണാനോ കേൾക്കാനോ സാധിക്കുകയുള്ളൂ	തെളിഞ്ഞതും മനോഹരവുമായ ആകാശവും ചുറ്റുമുള്ള ഒട്ടനവധി പർവ്വതങ്ങളുമല്ലാതെ മറ്റൊന്നും കാണാനാകില്ല ഗുഹയുടെ അകത്തുനിന്ന് ഈ ലോകത്തിൻ്റെ വളരെ കുറച്ച് ഭാഗം മാത്രമേ കാണാനോ കേൾക്കാനോ സാധിക്കുകയുള്ളൂ
10501943136097483838.wav	നിങ്ങളുടെ സാധാരണ ഉറക്ക സമയത്ത്  മനഃപൂർവ്വം ഉണരുകയും കുറച്ച് സമയത്തിന് ശേഷം 10-60 മിനിറ്റുകൾ ഉറങ്ങുകയും ചെയ്യുന്ന പ്രക്രിയയാണ് സ്ലീപ് ഇന്ററപ്ഷൻ	നിങ്ങളുടെ സാധാരണ ഉറക്ക സമയത്ത് മനപ്പൂർവ്വം ഉണരുകയും കുറച്ച് സമയത്തിന് ശേഷം പത്ത് അറുപത് മിനിറ്റുകൾ ഉറങ്ങുകയും ചെയ്യുന്ന പ്രക്രിയയാണ് സ്ലീപ് ഇന്ററപ്ഷൻ
10514694764352729740.wav	അലോയ് എന്നത് അടിസ്ഥാനപരമായി 2 അല്ലെങ്കിൽ അതിലധികം ലോഹങ്ങളുടെ സങ്കരമാണ് മൂലകങ്ങളുടെ പട്ടികയിൽ ഒരുപാട് മൂലകങ്ങളുണ്ട് എന്ന കാര്യം മറക്കരുത്	അലോയ് എന്നത് അടിസ്ഥാനപരമായി രണ്ട് അല്ലെങ്കിൽ അതിലധികം ലോഹങ്ങളുടെ സങ്കരമാണ് മൂലകങ്ങളുടെ പട്ടികയിൽ ഒരുപാട് മൂലകങ്ങളുണ്ട് എന്ന കാര്യം മറക്കരുത്
10522117376715067636.wav	"ബ്ലോഗുകളുടെ സമുചിതമായ ഉപയോഗം "വിദ്യാർത്ഥികളെ കൂടുതൽ അപഗ്രഥനപരവും നിരൂപകപരവുമായി തീരാൻ പ്രാപ്തരാക്കുന്നു; ഇന്റർനെറ്റ് ഉപകരണങ്ങളോട് ഊർജ്ജസ്വലമായി പ്രതികരിക്കുന്നതിലൂടെ വിദ്യാർത്ഥികൾക്ക് ‌മറ്റുള്ളവരുടെ ലേഖനങ്ങളുടെ പശ്ചാത്തലത്തിൽ അവരുടെ നിലപാടുകൾ നിർവചിക്കുന്നതിനും ഓരോ  വാദമുഖങ്ങളിൽ അവരുടെ സ്വന്തം കാഴ്ചപ്പാടുകൾ രൂപപ്പെടുത്താനും കഴിയും ഒറാവെക് 2002.	ബ്ലോഗുകളുടെ സമുചിതമായ ഉപയോഗം വിദ്യാർത്ഥികളെ കൂടുതൽ അപഗ്രതപരവും നിരൂപകരവുമായ തീരാൻ പ്രാപ്തരാക്കുന്നു ഇന്റർനെറ്റ് ഉപകരണങ്ങളോട് ഊർജ്ജസ്വലമായി പ്രവർത്തിക്കുന്നതിലൂടെ വിദ്യാർത്ഥികൾക്ക് മറ്റുള്ളവരുടെ ലേഖനങ്ങളുടെ പശ്ചാത്തലത്തിൽ അവരുടെ നിലപാടുകൾ നിർവചിക്കുന്നതിനും ഓരോ വാദമുഖങ്ങളിൽ അവരുടെ സ്വന്തം കാഴ്ചപ്പാടുകൾ രൂപപ്പെടുത്തുവാനും കഴിയും ഒറാവക് രണ്ടായിരത്തിരണ്ട്
1052387600293027010.wav	വിദ്യാർത്ഥികളുടെ രചന മെച്ചപ്പെടുത്തുന്നതിനും ബ്ലോഗുകൾക്ക് സാധിക്കും വിദ്യാർത്ഥികൾ പലപ്പോഴും അലസമായ വ്യാകരണവും സ്‌പെല്ലിംഗും ഉപയോഗിച്ച് അവരുടെ ബ്ലോഗിലെ എഴുത്ത് തുടങ്ങുമ്പോൾ പ്രേക്ഷകരുടെ സാന്നിധ്യം അത് പൊതുവെ മാറ്റാറുണ്ട്	വിദ്യാർത്ഥികളുടെ രചന മെച്ചപ്പെടുത്തുന്നതിനും ബ്ലോഗുകൾക്ക് സാധിക്കും വിദ്യാർത്ഥികൾ പലപ്പോഴും അലസമായ വ്യാകരണവും സ്പെല്ലിംഗും ഉപയോഗിച്ച് അവരുടെ ബ്ലോഗിലെ എഴുത്ത് തുടങ്ങുമ്പോൾ പ്രേക്ഷകരുടെ സാന്നിധ്യം അത് പൊതുവെ മാറ്റാറുണ്ട്
10609306986809685334.wav	ഫാബ്രിക് വളരെ ചൂടാകാതിരിക്കാൻ ശ്രദ്ധിക്കുക ഇത് സങ്കോചത്തിന് കാരണമാകാം അല്ലെങ്കിൽ തീവ്രമായ സാഹചര്യങ്ങളിൽ കരിഞ്ഞുപോകാം	ഫാബ്രിക് വളരെ ചൂടാകാതിരിക്കാൻ ശ്രദ്ധിക്കുക ഇത് സങ്കോചത്തിന് കാരണമാകാം അല്ലെങ്കിൽ തീവ്രമായ സാഹചര്യങ്ങളിൽ കരിഞ്ഞുപോകാം
10653990883808633773.wav	ഒരു പരീക്ഷണവാക്‌സിന് എബോള മരണ നിരക്ക് കുറയ്ക്കാൻ കഴിയുമെന്ന് തോന്നുന്നുവെങ്കിലും ഇതുവരെ നിലവിലുള്ള അണുബാധ ചികിൽസിക്കാൻ സാധിക്കുമെന്ന് ഒരു മരുന്നും വ്യക്തമായി തെളിയിച്ചിട്ടില്ല	ഒരു പരീക്ഷണ വാക് സിന് എബോളോ മരണനിരക്ക് കുറയ്ക്കാൻ കഴിയുമെന്ന് തോന്നുന്നുവെങ്കിലും ഇതുവരെ നിലവിലുള്ള അണുബാധ ചികിത്സിക്കാൻ സാധിക്കുമെന്ന് ഒരു മരുന്നും വ്യക്തമായി തെളിയിച്ചിട്ടില്ല
10657006548453620506.wav	അന്തർ-ജില്ല ബസ് സ്റ്റേഷനിൽ നിന്ന് നദിയ്ക്ക് കുറുകെ ദിവസത്തിൽ ഉടനീളം ബസുകൾ പുറപ്പെടുന്നു എന്നിരുന്നാലും മിക്കതും പ്രത്യേകിച്ച് കിഴക്കോട്ടും ജാക്കറിലേക്ക്/ബുംതാങ്ങിലേക്ക് പോകുന്നവ 06:30-നും 07:30-നും ഇടയിൽ പുറപ്പെടുന്നു	അന്തർ ജില്ലാ ബസ് സ്റ്റേഷനിൽ നിന്ന് നദിക്ക് കുറകെ ദിവസത്തിൽ ഉടനീളം ബസ്സുകൾ പുറപ്പെടുന്നു എന്നിരുന്നാലും മിക്കതും പ്രത്യേകിച്ച് കിഴക്കോട്ടും ജാക്കറിലേക്ക് ബും താങ്ങിലേക്ക് പോകുന്നവ ആറ് മുപ്പതിനും ഏഴ് മുപ്പതിനും ഇടയിൽ പുറപ്പെടുന്നു
10697346989692331607.wav	സമുച്ചയത്തിൻ്റെ അരികുകളിലെ മിക്ക കെട്ടിടങ്ങളും വിനോദ സഞ്ചാരികൾക്ക് യഥാർത്ഥത്തിൽ അവ എങ്ങനെ കാണപ്പെട്ടു എന്നതിനെ കുറിച്ച് ഒരു ധാരണ നൽകുന്നതിനായി പുനർനിർമ്മിച്ചു	സമുച്ചയത്തിൻ്റെ അരികുകളിലെ മിക്ക കെട്ടിടങ്ങളും വിനോദസഞ്ചാരികൾക്ക് യാഥാർത്ഥ്യത്തിൽ അവ എങ്ങനെ കാണപ്പെട്ടു എന്നതിനെക്കുറിച്ച് ഒരു ധാരണ നൽകുന്നതിനായി പുനർനിർമ്മിച്ചു
10699464414124254291.wav	അവരുടെ എഴുത്തുകാരിൽ പലരും ജോൺ സ്റ്റുവാർട്ട് സ്റ്റീഫൻ കോൾബെർട്ടിൻ്റെ ന്യൂസ് പാരഡി ഷോകളിൽ വലിയ സ്വാധീനം ചെലുത്തിയിട്ടുണ്ട്	അവരുടെ എഴുത്തുകാരിൽ പലരും ജോൺ സ്റ്റവാർ സ്റ്റീഫൻ കോൾബെർട്ടിൻ്റെ ന്യൂസ് പാരഡി ഷോകളിൽ വലിയ സ്വാധീനം ചെലുത്തിയിട്ടുണ്ട്
10716187348951171310.wav	1976 ആയപ്പോഴേക്കും മാച്ചു പീച്ചുവിൻ്റെ മുപ്പത് ശതമാനം പുനരുദ്ധരിക്കപ്പെട്ടു പുനരുദ്ധാരണം ഇന്നും തുടരുന്നു	ആയിരത്തിതൊള്ളായിരത്തി എഴുപത്തിയാറ് ആയപ്പോഴേക്കും മാച്ചു പീച്ചുവിൻ്റെ മുപ്പത് ശതമാനം പുനരുദ്ധീകരിക്കപ്പെട്ടു പുനരുദ്ധാരണം എന്നും തുടരുന്നു
10760473020774928836.wav	സിംഗപ്പൂർ ഉപപ്രധാനമന്ത്രി വോങ് കാൻ സെങിനെ സ്വാഗതം ചെയ്യുകയും സിംഗപ്പൂർ പ്രധാനമന്ത്രി ലീ ഹ്‌സിയൻ ലൂങുമായി വ്യാപാര ഭീകരവാദ വിഷയങ്ങൾ ചർച്ച ചെയ്യുകയും ചെയ്തു	സിംഗപ്പൂർ ഉപപ്രധാനമന്ത്രി വോങ് ഖാൻ സെംഗിനെ സ്വാഗതം ചെയ്യുകയും സിംഗപ്പൂർ പ്രധാനമന്ത്രി ലീ ഹസ്യൻ ലൂങ്ങുമായി വ്യാപാര ഭീകരവാദ വിഷയങ്ങൾ ചർച്ച ചെയ്യുകയും ചെയ്തു
10762725463411232780.wav	മസ്തിഷ്ക തകരാർ കാരണം സംസാരിക്കുന്നത് മനസ്സിലാക്കാൻ കഴിയാത്ത ആളുകൾക്ക് ആത്മാർത്ഥത കൃത്യമായി വിലയിരുത്താൻ കഴിയുന്നത് എങ്ങനെയെന്ന് ഒലിവർ സാക്സ് തൻ്റെ പ്രബന്ധമായ ദി പ്രസിഡൻ്റ്‌സ് സ്പീച്ചിൽ സൂചിപ്പിക്കുന്നു	മസ്തിഷ്ക തകരാർ കാരണം സംസാരിക്കുന്നത് മനസ്സിലാക്കാൻ കഴിയാത്ത ആളുകൾക്ക് ആത്മാർത്ഥത കൃത്യമായി വിലയിരുത്താൻ കഴിയുന്നത് എങ്ങനെയെന്ന് ഒലിവർ സാക്സ് തൻ്റെ പ്രബന്ധമായ ദി പ്രസിഡൻസ് സ്പീച്ചിൽ സൂചിപ്പിക്കുന്നു
